plr_id,plr_name,bez_id,bez_name,pgr_id,pgr_name,bzr_id,bzr_name,svb_vollzeit,median_gross_income,median_rent,cases,average_rent,median_net_income,is_affordable_avg_person,is_affordable_buergergeld,rent_burden_avg_person,rent_burden_buergergeld,population,gap_rent_avg_person,gap_rent_buergergeld
3501038,Hansastraße,3,Pankow,350,Südliches Weißensee,35010,Weißensee Ost,1884,3782.0,7.0,79,7.07,2760.86,True,False,0.17039922103213243,0.3560528992878942,7251,140.87964799999997,-1.1020000000000003
3601139,Norweger Viertel,3,Pankow,360,Nördlicher Prenzlauer Berg,36011,Prenzlauer Berg Nordwest,1135,4536.0,9.5,61,9.39,3311.28,True,False,0.23125608568646544,0.4832146490335707,3824,138.37964799999997,-3.6020000000000003
3601140,Malmöer Straße,3,Pankow,360,Nördlicher Prenzlauer Berg,36011,Prenzlauer Berg Nordwest,1863,5007.0,8.77,120,8.86,3655.11,True,False,0.2134858812074002,0.44608341810783314,5957,139.10964799999996,-2.872
3601141,Arnimplatz,3,Pankow,360,Nördlicher Prenzlauer Berg,36011,Prenzlauer Berg Nordwest,1995,4990.0,9.99,139,10.02,3642.7,True,False,0.2431840311587147,0.5081383519837233,6842,137.88964799999997,-4.0920000000000005
3601142,Falkplatz,3,Pankow,360,Nördlicher Prenzlauer Berg,36011,Prenzlauer Berg Nordwest,3103,5109.0,9.71,197,9.81,3729.57,True,False,0.23636806231742943,0.4938962360122076,10920,138.16964799999997,-3.812000000000001
3601243,Rodenbergstraße,3,Pankow,360,Nördlicher Prenzlauer Berg,36012,Prenzlauer Berg Nord,2210,4791.0,9.5,123,9.75,3497.43,True,False,0.23125608568646544,0.4832146490335707,6917,138.37964799999997,-3.6020000000000003
3601244,Humannplatz,3,Pankow,360,Nördlicher Prenzlauer Berg,36012,Prenzlauer Berg Nord,2341,4600.0,9.05,122,9.09,3358.0,True,False,0.22030185004868552,0.460325534079349,7629,138.82964799999996,-3.152000000000001
3601245,Ostseestraße,3,Pankow,360,Nördlicher Prenzlauer Berg,36012,Prenzlauer Berg Nord,4273,4182.0,8.75,163,8.56,3052.86,True,False,0.21299902629016554,0.44506612410986773,13507,139.12964799999997,-2.8520000000000003
3601346,Gethsemanekirche,3,Pankow,360,Nördlicher Prenzlauer Berg,36013,Helmholtzplatz,1774,5386.0,11.03,74,10.86,3931.78,True,False,0.26850048685491723,0.5610376398779248,5931,136.84964799999997,-5.132
3601347,Helmholtzplatz,3,Pankow,360,Nördlicher Prenzlauer Berg,36013,Helmholtzplatz,2504,5248.0,11.0,166,10.82,3831.04,True,False,0.26777020447906524,0.5595116988809766,9495,136.87964799999997,-5.102
3601348,Senefelderstraße,3,Pankow,360,Nördlicher Prenzlauer Berg,36013,Helmholtzplatz,2229,5266.0,9.99,141,9.88,3844.18,True,False,0.2431840311587147,0.5081383519837233,7523,137.88964799999997,-4.0920000000000005
3601449,Michelangelostraße,3,Pankow,360,Nördlicher Prenzlauer Berg,36014,Prenzlauer Berg Ost,2017,3402.0,6.25,41,6.15,2483.46,True,False,0.15214216163583252,0.3179043743641913,9934,141.62964799999997,-0.3520000000000003
3601450,Volkspark Prenzlauer Berg,3,Pankow,360,Nördlicher Prenzlauer Berg,36014,Prenzlauer Berg Ost,756,3401.0,5.77,12,6.41,2482.73,True,True,0.1404576436222006,0.29348931841302134,5091,142.10964799999996,0.1280000000000001
3601451,Anton-Saefkow-Park,3,Pankow,360,Nördlicher Prenzlauer Berg,36014,Prenzlauer Berg Ost,2073,4743.0,9.0,85,9.06,3462.39,True,False,0.21908471275559882,0.4577822990844354,6437,138.87964799999997,-3.1020000000000003
3601452,Velodrom,3,Pankow,360,Nördlicher Prenzlauer Berg,36014,Prenzlauer Berg Ost,1447,4472.0,7.19,37,7.15,3264.56,True,False,0.17502434274586173,0.36571719226856564,4713,140.68964799999998,-1.2920000000000007
3601453,Alter Schlachthof,3,Pankow,360,Nördlicher Prenzlauer Berg,36014,Prenzlauer Berg Ost,909,6438.0,9.98,30,10.33,4699.74,True,False,0.24294060370009737,0.5076297049847406,3279,137.89964799999998,-4.082000000000001
3701554,Teutoburger Platz,3,Pankow,370,Südlicher Prenzlauer Berg,37015,Prenzlauer Berg Südwest,3014,5667.0,10.49,157,10.5,4136.91,True,False,0.2553554040895813,0.5335707019328586,11421,137.38964799999997,-4.5920000000000005
3701555,Sredzkistraße,3,Pankow,370,Südlicher Prenzlauer Berg,37015,Prenzlauer Berg Südwest,2041,5508.0,11.28,100,10.92,4020.84,True,False,0.2745861733203505,0.5737538148524923,7298,136.59964799999997,-5.382
3701556,Kollwitzplatz,3,Pankow,370,Südlicher Prenzlauer Berg,37015,Prenzlauer Berg Südwest,2523,5977.0,11.36,100,10.98,4363.21,True,False,0.2765335929892892,0.5778229908443541,8577,136.51964799999996,-5.462
3701657,Thälmannpark,3,Pankow,370,Südlicher Prenzlauer Berg,37016,Prenzlauer Berg Süd,786,4521.0,10.32,19,9.72,3300.33,True,False,0.25121713729308665,0.5249237029501526,3209,137.55964799999998,-4.422000000000001
3701658,Christburger Straße,3,Pankow,370,Südlicher Prenzlauer Berg,37016,Prenzlauer Berg Süd,2379,5058.0,9.73,94,9.8,3692.34,True,False,0.23685491723466406,0.49491353001017296,8254,138.14964799999998,-3.8320000000000007
3701659,Immanuelkirchstraße,3,Pankow,370,Südlicher Prenzlauer Berg,37016,Prenzlauer Berg Süd,2712,5309.0,9.69,132,9.84,3875.57,True,False,0.23588120740019475,0.4928789420142421,9425,138.18964799999998,-3.792
3701660,Bötzowstraße,3,Pankow,370,Südlicher Prenzlauer Berg,37016,Prenzlauer Berg Süd,3462,5266.0,9.99,181,10.01,3844.18,True,False,0.2431840311587147,0.5081383519837233,12764,137.88964799999997,-4.0920000000000005
4100101,Jungfernheide/ Plötzensee,4,Charlottenburg-Wilmersdorf,410,Charlottenburg Nord,41001,Charlottenburg Nord,2561,3286.0,6.8,34,6.9,2398.78,True,False,0.1655306718597858,0.34587995930824006,11608,141.07964799999996,-0.9020000000000001
4100102,Paul-Hertz-Siedlung,4,Charlottenburg-Wilmersdorf,410,Charlottenburg Nord,41001,Charlottenburg Nord,1378,3229.0,5.98,40,5.97,2357.17,True,False,0.14556962025316456,0.3041709053916582,7812,141.89964799999998,-0.08200000000000074
4200203,Olympiagelände,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42002,Heerstraße,260,,6.8,16,7.75,,True,False,0.1655306718597858,0.34587995930824006,1482,141.07964799999996,-0.9020000000000001
4200204,Angerburger Allee,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42002,Heerstraße,621,4196.0,7.5,51,7.3,3063.08,True,False,0.18257059396299902,0.3814852492370295,3147,140.37964799999997,-1.6020000000000003
4200205,Flatowallee,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42002,Heerstraße,527,4926.0,7.95,25,8.03,3595.98,True,False,0.19352482960077896,0.4043743641912513,2493,139.929648,-2.0520000000000005
4200206,Kranzallee,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42002,Heerstraße,458,,7.81,29,8.02,,True,False,0.19011684518013633,0.3972533062054934,2874,140.06964799999997,-1.912
4200207,Eichkamp,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42002,Heerstraße,355,,10.0,3,9.55,,True,False,0.24342745861733203,0.508646998982706,2998,137.87964799999997,-4.102
4200308,Branitzer Platz,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42003,Westend,1149,4588.0,9.29,56,9.61,3349.24,True,False,0.22614410905550145,0.47253306205493384,6193,138.58964799999998,-3.3919999999999995
4200309,Neu Westend,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42003,Westend,1600,4516.0,8.56,89,8.39,3296.68,True,False,0.20837390457643623,0.43540183112919634,6829,139.31964799999997,-2.662000000000001
4200310,Fürstenplatz,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42003,Westend,1485,4607.0,8.51,80,8.85,3363.11,True,False,0.20715676728334956,0.4328585961342828,7576,139.36964799999998,-2.612
4200311,Königin-Elisabeth-Straße,4,Charlottenburg-Wilmersdorf,420,Charlottenburg West,42003,Westend,1779,4036.0,7.92,85,8.0,2946.28,True,False,0.19279454722492698,0.40284842319430314,7422,139.959648,-2.0220000000000002
4300412,Schlossgarten,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43004,Schloss Charlottenburg,1138,5251.0,6.19,11,6.67,3833.23,True,False,0.15068159688412852,0.314852492370295,4499,141.68964799999998,-0.2920000000000007
4300413,Klausenerplatz,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43004,Schloss Charlottenburg,2033,4073.0,8.5,89,8.27,2973.29,True,False,0.20691333982473223,0.4323499491353001,10005,139.37964799999997,-2.6020000000000003
4300414,Schloßstraße,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43004,Schloss Charlottenburg,2583,4723.0,8.5,142,8.56,3447.79,True,False,0.20691333982473223,0.4323499491353001,10554,139.37964799999997,-2.6020000000000003
4300415,Lietzensee,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43004,Schloss Charlottenburg,1382,4856.0,9.92,66,10.01,3544.88,True,False,0.24148003894839337,0.5045778229908443,6311,137.959648,-4.022
4300416,Amtsgerichtsplatz,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43004,Schloss Charlottenburg,2727,4786.0,9.91,154,9.88,3493.78,True,False,0.24123661148977604,0.5040691759918616,11791,137.96964799999998,-4.0120000000000005
4300517,Tegeler Weg,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43005,Mierendorffplatz,5728,,8.01,99,8.06,,True,False,0.19498539435248297,0.4074262461851475,9556,139.86964799999998,-2.112
4300518,Kaiserin-Augusta-Allee,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43005,Mierendorffplatz,1648,4040.0,8.0,73,8.06,2949.2,True,False,0.19474196689386564,0.4069175991861648,6039,139.87964799999997,-2.1020000000000003
4300619,Alt-Lietzow,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,2185,4274.0,8.34,118,8.37,3120.02,True,False,0.2030185004868549,0.4242115971515768,9014,139.53964799999997,-2.442
4300620,Spreestadt,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,1201,5133.0,8.48,35,8.67,3747.09,True,False,0.20642648490749757,0.4313326551373347,4066,139.39964799999998,-2.5820000000000007
4300621,Richard-Wagner-Straße,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,2519,4464.0,8.5,115,8.5,3258.72,True,False,0.20691333982473223,0.4323499491353001,10743,139.37964799999997,-2.6020000000000003
4300622,Ernst-Reuter-Platz,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,1365,4730.0,12.0,129,11.13,3452.9,True,False,0.2921129503407984,0.6103763987792472,5281,135.87964799999997,-6.102
4300623,Karl-August-Platz,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,2946,4597.0,9.21,147,9.81,3355.81,True,False,0.22419668938656284,0.46846388606307227,12148,138.66964799999997,-3.312000000000001
4300624,Savignyplatz,4,Charlottenburg-Wilmersdorf,430,Charlottenburg Zentrum,43006,Otto-Suhr-Allee/Kantstraße,2146,5010.0,10.0,127,10.28,3657.3,True,False,0.24342745861733203,0.508646998982706,9404,137.87964799999997,-4.102
4400725,Güterbahnhof Grunewald,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44007,Grunewald,,,,,,,False,False,,,74,,
4400726,Bismarckallee,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44007,Grunewald,,,10.32,77,10.44,,True,False,0.25121713729308665,0.5249237029501526,5404,137.55964799999998,-4.422000000000001
4400727,Flinsberger Platz,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44007,Grunewald,771,4973.0,8.59,126,8.83,3630.29,True,False,0.20910418695228822,0.4369277721261445,8377,139.28964799999997,-2.692
4400728,Hagenplatz,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44007,Grunewald,1869,4299.0,10.62,48,11.59,3138.27,True,False,0.25851996105160663,0.5401831129196337,3232,137.25964799999997,-4.7219999999999995
4400729,Hundekehle,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44007,Grunewald,460,,10.13,29,10.83,,True,False,0.24659201557935737,0.5152594099694813,2831,137.74964799999998,-4.232000000000001
4400830,Forckenbeckstraße,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,1969,5123.0,7.53,49,7.83,3739.79,True,False,0.18330087633885103,0.3830111902339776,8408,140.34964799999997,-1.6320000000000006
4400831,Messelpark,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,205,,9.27,19,9.93,,True,False,0.2256572541382668,0.4715157680569685,1529,138.60964799999996,-3.372
4400832,Breite Straße,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,1431,4655.0,9.0,81,8.87,3398.15,True,False,0.21908471275559882,0.4577822990844354,6999,138.87964799999997,-3.1020000000000003
4400833,Schlangenbader Straße,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,719,3958.0,7.2,39,7.3,2889.34,True,False,0.17526777020447906,0.3662258392675483,3957,140.679648,-1.3020000000000005
4400834,Binger Straße,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,752,4436.0,8.93,22,8.85,3238.28,True,False,0.21738072054527752,0.45422177009155645,3443,138.94964799999997,-3.032
4400835,Rüdesheimer Platz,4,Charlottenburg-Wilmersdorf,440,Wilmersdorf Süd,44008,Schmargendorf,2242,4649.0,8.5,134,8.52,3393.77,True,False,0.20691333982473223,0.4323499491353001,10235,139.37964799999997,-2.6020000000000003
4500936,Droysenstraße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45009,Halensee,1219,5002.0,9.5,80,9.59,3651.46,True,False,0.23125608568646544,0.4832146490335707,5643,138.37964799999997,-3.6020000000000003
4500937,Halensee,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45009,Halensee,1779,4828.0,9.65,92,9.72,3524.44,True,False,0.2349074975657254,0.4908443540183113,7609,138.22964799999997,-3.7520000000000007
4500938,Hochmeisterplatz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45009,Halensee,2059,4798.0,9.24,87,9.15,3502.54,True,False,0.2249269717624148,0.46998982706002035,8372,138.63964799999997,-3.3420000000000005
4500939,Eisenzahnstraße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45009,Halensee,1631,4152.0,8.0,68,8.46,3030.96,True,False,0.19474196689386564,0.4069175991861648,6782,139.87964799999997,-2.1020000000000003
4501040,Hindemithplatz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,1334,5201.0,10.9,73,10.56,3796.73,True,False,0.2653359298928919,0.5544252288911495,5868,136.97964799999997,-5.002000000000001
4501041,George-Grosz-Platz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,1062,5447.0,12.0,101,12.09,3976.31,True,False,0.2921129503407984,0.6103763987792472,5368,135.87964799999997,-6.102
4501042,Breitscheidplatz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,784,5010.0,10.19,70,10.88,3657.3,True,False,0.24805258033106134,0.5183112919633774,3742,137.68964799999998,-4.292
4501043,Preußenpark,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,2511,5033.0,10.22,175,10.68,3674.09,True,False,0.24878286270691335,0.5198372329603256,11022,137.65964799999998,-4.322000000000001
4501044,Ludwigkirchplatz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,1162,4716.0,9.5,36,9.71,3442.68,True,False,0.23125608568646544,0.4832146490335707,5354,138.37964799999997,-3.6020000000000003
4501045,Schaperstraße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45010,Lietzenburger Straße,1974,4823.0,10.0,112,10.59,3520.79,True,False,0.24342745861733203,0.508646998982706,9329,137.87964799999997,-4.102
4501146,Barstraße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,1134,3946.0,7.0,30,7.52,2880.58,True,False,0.17039922103213243,0.3560528992878942,4818,140.87964799999997,-1.1020000000000003
4501147,Leon-Jessel-Platz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,1330,4696.0,8.83,48,9.08,3428.08,True,False,0.2149464459591042,0.4491353001017294,5495,139.04964799999996,-2.9320000000000004
4501148,Brabanter Platz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,989,4180.0,8.58,32,8.48,3051.4,True,False,0.2088607594936709,0.43641912512716174,4510,139.29964799999996,-2.6820000000000004
4501149,Nikolsburger Platz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,2172,4927.0,9.0,96,9.34,3596.71,True,False,0.21908471275559882,0.4577822990844354,10014,138.87964799999997,-3.1020000000000003
4501150,Wilhelmsaue,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,691,4568.0,8.75,26,8.97,3334.64,True,False,0.21299902629016554,0.44506612410986773,3054,139.12964799999997,-2.8520000000000003
4501151,Hildegardstraße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,1811,4589.0,8.75,118,8.56,3349.97,True,False,0.21299902629016554,0.44506612410986773,7475,139.12964799999997,-2.8520000000000003
4501152,Prager Platz,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,1558,4572.0,8.82,75,9.09,3337.56,True,False,0.21470301850048684,0.4486266531027467,6845,139.05964799999998,-2.9220000000000006
4501153,Babelsberger Straße,4,Charlottenburg-Wilmersdorf,450,Wilmersdorf Zentrum,45011,Volkspark Wilmersdorf,1878,4515.0,8.99,88,8.92,3295.95,True,False,0.2188412852969815,0.4572736520854527,7447,138.88964799999997,-3.0920000000000005
5100101,Hakenfelde Nord,5,Spandau,510,Spandau Mitte / Nord,51001,Hakenfelde,984,4214.0,6.75,40,6.8,3076.22,True,False,0.16431353456669912,0.34333672431332657,4476,141.12964799999997,-0.8520000000000003
5100102,Am Forstacker,5,Spandau,510,Spandau Mitte / Nord,51001,Hakenfelde,965,3468.0,5.86,92,6.08,2531.64,True,True,0.14264849074975658,0.2980671414038657,4367,142.01964799999996,0.03799999999999937
5100103,Mertensstraße,5,Spandau,510,Spandau Mitte / Nord,51001,Hakenfelde,1492,3589.0,6.2,55,6.54,2619.97,True,False,0.15092502434274585,0.31536113936927773,6142,141.679648,-0.3020000000000005
5100104,Maselake,5,Spandau,510,Spandau Mitte / Nord,51001,Hakenfelde,1588,3732.0,6.52,129,6.73,2724.36,True,False,0.1587147030185005,0.3316378433367243,6547,141.35964799999996,-0.6219999999999999
5100105,Amorbacher Weg,5,Spandau,510,Spandau Mitte / Nord,51001,Hakenfelde,1694,3769.0,6.25,56,6.32,2751.37,True,False,0.15214216163583252,0.3179043743641913,7681,141.62964799999997,-0.3520000000000003
5100206,Griesingerstraße,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,548,3128.0,7.78,8,7.28,2283.44,True,False,0.18938656280428431,0.3957273652085453,3625,140.09964799999997,-1.8820000000000006
5100207,An der Tränke,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,585,4254.0,7.0,9,6.66,3105.42,True,False,0.17039922103213243,0.3560528992878942,2308,140.87964799999997,-1.1020000000000003
5100208,Im Spektefeld,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,2060,3168.0,5.25,116,5.42,2312.64,True,True,0.1277994157740993,0.26703967446592064,11001,142.62964799999997,0.6479999999999997
5100209,Westerwaldstraße,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,2299,3129.0,5.08,137,5.16,2284.17,True,True,0.12366114897760468,0.25839267548321465,11817,142.79964799999996,0.8179999999999996
5100210,Germersheimer Platz,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,1900,3186.0,6.0,123,6.4,2325.78,True,False,0.1460564751703992,0.3051881993896236,7836,141.87964799999997,-0.10200000000000031
5100211,An der Kappe,5,Spandau,510,Spandau Mitte / Nord,51002,Falkenhagener Feld,1264,3672.0,6.5,50,6.48,2680.56,True,False,0.15822784810126583,0.3306205493387589,6205,141.37964799999997,-0.6020000000000003
5100312,Eckschanze,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,1023,3177.0,6.5,31,6.31,2319.21,True,False,0.15822784810126583,0.3306205493387589,4119,141.37964799999997,-0.6020000000000003
5100313,Eiswerder,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,1238,3623.0,5.69,38,5.97,2644.79,True,True,0.13851022395326193,0.2894201424211597,6619,142.18964799999998,0.2079999999999993
5100314,Kurstraße,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,1592,3096.0,5.97,167,6.11,2260.08,True,False,0.14532619279454723,0.30366225839267547,7600,141.90964799999998,-0.07200000000000006
5100315,Ackerstraße,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,1719,3461.0,6.4,105,6.43,2526.53,True,False,0.15579357351509251,0.32553407934893186,7262,141.47964799999997,-0.5020000000000007
5100316,Carl-Schurz-Straße,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,2575,3341.0,6.7,123,6.98,2438.93,True,False,0.16309639727361247,0.340793489318413,10547,141.179648,-0.8020000000000005
5100317,Freiheit,5,Spandau,510,Spandau Mitte / Nord,51003,Spandau Mitte,804,3333.0,6.14,47,6.41,2433.09,True,False,0.14946445959104188,0.3123092573753815,4076,141.739648,-0.242
5200418,Isenburger Weg,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,883,4403.0,7.5,11,7.49,3214.19,True,False,0.18257059396299902,0.3814852492370295,3889,140.37964799999997,-1.6020000000000003
5200419,Am Heideberg,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,383,,,,,,False,False,,,1642,,
5200420,Staakener Straße,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,1216,3854.0,6.82,26,6.29,2813.42,True,False,0.16601752677702045,0.34689725330620547,5892,141.05964799999998,-0.9220000000000006
5200421,Spandauer Straße,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,941,3412.0,6.57,56,6.58,2490.76,True,False,0.15993184031158714,0.33418107833163785,4422,141.30964799999998,-0.6720000000000006
5200422,Werkstraße,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,337,,6.85,6,7.0,,True,False,0.16674780915287243,0.3484231943031536,1176,141.02964799999998,-0.952
5200423,Magistratsweg,5,Spandau,520,Wilhelmstadt / Staaken,52004,Brunsbütteler Damm,1325,3135.0,5.57,52,5.68,2288.55,True,True,0.13558909444985395,0.28331637843336727,6825,142.30964799999998,0.3279999999999994
5200524,Döberitzer Weg,5,Spandau,520,Wilhelmstadt / Staaken,52005,Heerstraße,814,4066.0,6.75,45,6.73,2968.18,True,False,0.16431353456669912,0.34333672431332657,3383,141.12964799999997,-0.8520000000000003
5200525,Pillnitzer Weg,5,Spandau,520,Wilhelmstadt / Staaken,52005,Heerstraße,638,4017.0,7.0,68,7.07,2932.41,True,False,0.17039922103213243,0.3560528992878942,2458,140.87964799999997,-1.1020000000000003
5200526,Rudolf-Wissell-Großsiedlung,5,Spandau,520,Wilhelmstadt / Staaken,52005,Heerstraße,1028,2806.0,5.0,138,5.16,2048.38,True,True,0.12171372930866602,0.254323499491353,5792,142.87964799999997,0.8979999999999997
5200527,Maulbeerallee,5,Spandau,520,Wilhelmstadt / Staaken,52005,Heerstraße,1564,2886.0,4.53,115,4.82,2106.78,True,True,0.11027263875365141,0.23041709053916581,12039,143.34964799999997,1.3679999999999994
5200528,Weinmeisterhornweg,5,Spandau,520,Wilhelmstadt / Staaken,52005,Heerstraße,1386,3716.0,5.5,41,5.67,2712.68,True,True,0.13388510223953262,0.2797558494404883,7186,142.37964799999997,0.3979999999999997
5200629,Borkumer Straße,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,1990,3698.0,6.3,120,6.82,2699.54,True,False,0.15335929892891917,0.32044760935910477,8387,141.57964799999996,-0.40200000000000014
5200630,Wilhelmstadt West,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,2426,3456.0,6.01,182,6.26,2522.88,True,False,0.14629990262901654,0.3056968463886063,10037,141.86964799999998,-0.1120000000000001
5200631,Wilhelmstadt Ost,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,2177,3386.0,6.1,114,6.26,2471.78,True,False,0.14849074975657253,0.31027466937945064,8607,141.77964799999998,-0.20199999999999996
5200632,Tiefwerder,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,698,3404.0,5.39,40,5.97,2484.92,True,True,0.13120740019474197,0.27416073245167855,3750,142.489648,0.508
5200633,Graetschelsteig,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,403,,6.0,15,5.94,,True,False,0.1460564751703992,0.3051881993896236,2137,141.87964799999997,-0.10200000000000031
5200634,Börnicker Straße,5,Spandau,520,Wilhelmstadt / Staaken,52006,Wilhelmstadt,787,4255.0,7.36,33,7.52,3106.15,True,False,0.17916260954235638,0.3743641912512716,4405,140.51964799999996,-1.4620000000000006
5300735,Haveleck,5,Spandau,530,Haselhorst / Siemensstadt,53007,Haselhorst,1186,3774.0,,,,2755.02,False,False,,,4471,,
5300736,Zitadellenweg,5,Spandau,530,Haselhorst / Siemensstadt,53007,Haselhorst,790,3537.0,6.39,67,6.38,2582.01,True,False,0.15555014605647516,0.32502543234994913,3622,141.489648,-0.492
5300737,Gartenfelder Straße,5,Spandau,530,Haselhorst / Siemensstadt,53007,Haselhorst,2650,3290.0,6.98,96,6.93,2401.7,True,False,0.16991236611489777,0.3550356052899288,11815,140.89964799999998,-1.0820000000000007
5300838,Gartenfeld,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt,,,,,,,False,False,,,15,,
5300839,Rohrdamm,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt,,,7.0,70,7.0,,True,False,0.17039922103213243,0.3560528992878942,7698,140.87964799999997,-1.1020000000000003
5300840,Nonnendammallee,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt,,,6.19,11,6.65,,True,False,0.15068159688412852,0.314852492370295,494,141.68964799999998,-0.2920000000000007
5300841,Siemensdamm,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt,,,6.74,56,6.64,,True,False,0.1640701071080818,0.34282807731434384,4668,141.13964799999997,-0.8420000000000005
5400942,Alt-Gatow,5,Spandau,540,Gatow / Kladow,54009,Gatow/Kladow,584,4663.0,7.66,17,7.57,3403.99,True,False,0.18646543330087634,0.3896236012207528,3735,140.21964799999998,-1.7620000000000005
