bez_id;bez_name;pgr_id;pgr_name;bzr_id;bzr_name;plr_id;plr
03;Pankow;0320;Nördliches Pankow;032002;Blankenfelde/Niederschönhausen;03200204;Blankenfelde
03;Pankow;0320;Nördliches Pankow;032002;Blankenfelde/Niederschönhausen;03200205;Uhlandstraße
03;Pankow;0320;Nördliches Pankow;032002;Blankenfelde/Niederschönhausen;03200206;Pastor-Niemöller-Platz
03;Pankow;0320;Nördliches Pankow;032002;Blankenfelde/Niederschönhausen;03200207;Herthaplatz
03;Pankow;0320;Nördliches Pankow;032003;Buchholz;03200308;Nisbléstraße
03;Pankow;0320;Nördliches Pankow;032003;Buchholz;03200309;Eddastraße
03;Pankow;0320;Nördliches Pankow;032003;Buchholz;03200310;Krugpfuhl
03;Pankow;0330;Nördliches Weißensee;033004;Karow;03300411;Karow Nord
03;Pankow;0330;Nördliches Weißensee;033004;Karow;03300412;Karow Bahnhof
03;Pankow;0330;Nördliches Weißensee;033004;Karow;03300413;Karow Ost
03;Pankow;0330;Nördliches Weißensee;033005;Blankenburg/Heinersdorf/Märchenland;03300514;Blankenburg
03;Pankow;0330;Nördliches Weißensee;033005;Blankenburg/Heinersdorf/Märchenland;03300515;Blankenburger Süden
03;Pankow;0330;Nördliches Weißensee;033005;Blankenburg/Heinersdorf/Märchenland;03300516;Heinersdorf
03;Pankow;0330;Nördliches Weißensee;033005;Blankenburg/Heinersdorf/Märchenland;03300517;Märchenland
03;Pankow;0340;Südliches Pankow;034006;Schönholz/Wilhelmsruh/Rosenthal;03400618;Rosenthal
03;Pankow;0340;Südliches Pankow;034006;Schönholz/Wilhelmsruh/Rosenthal;03400619;Wilhelmsruh
03;Pankow;0340;Südliches Pankow;034006;Schönholz/Wilhelmsruh/Rosenthal;03400620;Schönholz
03;Pankow;0340;Südliches Pankow;034007;Pankow Zentrum;03400721;Florakiez
03;Pankow;0340;Südliches Pankow;034007;Pankow Zentrum;03400722;Parkstraße
03;Pankow;0340;Südliches Pankow;034007;Pankow Zentrum;03400723;Garbátyplatz
03;Pankow;0340;Südliches Pankow;034007;Pankow Zentrum;03400724;Wolfshagener Straße
03;Pankow;0340;Südliches Pankow;034007;Pankow Zentrum;03400725;Schlosspark
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400826;Tiroler Viertel
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400827;Trelleborger Viertel
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400828;Spiekermann Straße
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400829;Arnold-Zweig-Straße
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400830;Kissingenviertel
03;Pankow;0340;Südliches Pankow;034008;Pankow Süd;03400831;Pankower Tor
03;Pankow;0350;Südliches Weißensee;035009;Weißensee;03500932;Bühringstraße
03;Pankow;0350;Südliches Weißensee;035009;Weißensee;03500933;Weißer See
03;Pankow;0350;Südliches Weißensee;035009;Weißensee;03500934;Weißenseer Spitze
03;Pankow;0350;Südliches Weißensee;035009;Weißensee;03500935;Behaimstraße
03;Pankow;0350;Südliches Weißensee;035009;Weißensee;03500936;Komponistenviertel Weißensee
03;Pankow;0350;Südliches Weißensee;035010;Weißensee Ost;03501037;Rathaus Weißensee
03;Pankow;0350;Südliches Weißensee;035010;Weißensee Ost;03501038;Hansastraße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036011;Prenzlauer Berg Nordwest;03601139;Norweger Viertel
03;Pankow;0360;Nördlicher Prenzlauer Berg;036011;Prenzlauer Berg Nordwest;03601140;Malmöer Straße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036011;Prenzlauer Berg Nordwest;03601141;Arnimplatz
03;Pankow;0360;Nördlicher Prenzlauer Berg;036011;Prenzlauer Berg Nordwest;03601142;Falkplatz
03;Pankow;0360;Nördlicher Prenzlauer Berg;036012;Prenzlauer Berg Nord;03601243;Rodenbergstraße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036012;Prenzlauer Berg Nord;03601244;Humannplatz
03;Pankow;0360;Nördlicher Prenzlauer Berg;036012;Prenzlauer Berg Nord;03601245;Ostseestraße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036013;Helmholtzplatz;03601346;Gethsemanekirche
03;Pankow;0360;Nördlicher Prenzlauer Berg;036013;Helmholtzplatz;03601347;Helmholtzplatz
03;Pankow;0360;Nördlicher Prenzlauer Berg;036013;Helmholtzplatz;03601348;Senefelderstraße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036014;Prenzlauer Berg Ost;03601449;Michelangelostraße
03;Pankow;0360;Nördlicher Prenzlauer Berg;036014;Prenzlauer Berg Ost;03601450;Volkspark Prenzlauer Berg
03;Pankow;0360;Nördlicher Prenzlauer Berg;036014;Prenzlauer Berg Ost;03601451;Anton-Saefkow-Park
03;Pankow;0360;Nördlicher Prenzlauer Berg;036014;Prenzlauer Berg Ost;03601452;Velodrom
03;Pankow;0360;Nördlicher Prenzlauer Berg;036014;Prenzlauer Berg Ost;03601453;Alter Schlachthof
03;Pankow;0370;Südlicher Prenzlauer Berg;037015;Prenzlauer Berg Südwest;03701554;Teutoburger Platz
03;Pankow;0370;Südlicher Prenzlauer Berg;037015;Prenzlauer Berg Südwest;03701555;Sredzkistraße
03;Pankow;0370;Südlicher Prenzlauer Berg;037015;Prenzlauer Berg Südwest;03701556;Kollwitzplatz
03;Pankow;0370;Südlicher Prenzlauer Berg;037016;Prenzlauer Berg Süd;03701657;Thälmannpark
03;Pankow;0370;Südlicher Prenzlauer Berg;037016;Prenzlauer Berg Süd;03701658;Christburger Straße
03;Pankow;0370;Südlicher Prenzlauer Berg;037016;Prenzlauer Berg Süd;03701659;Immanuelkirchstraße
03;Pankow;0370;Südlicher Prenzlauer Berg;037016;Prenzlauer Berg Süd;03701660;Bötzowstraße
04;Charlottenburg-Wilmersdorf;0410;Charlottenburg Nord;041001;Charlottenburg Nord;04100101;Jungfernheide/Plötzensee
04;Charlottenburg-Wilmersdorf;0410;Charlottenburg Nord;041001;Charlottenburg Nord;04100102;Paul-Hertz-Siedlung
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042002;Heerstraße;04200203;Olympiagelände
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042002;Heerstraße;04200204;Angerburger Allee
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042002;Heerstraße;04200205;Flatowallee
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042002;Heerstraße;04200206;Kranzallee
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042002;Heerstraße;04200207;Eichkamp
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042003;Westend;04200308;Branitzer Platz
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042003;Westend;04200309;Neu Westend
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042003;Westend;04200310;Fürstenplatz
04;Charlottenburg-Wilmersdorf;0420;Charlottenburg West;042003;Westend;04200311;Königin-Elisabeth-Straße
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043004;Schloss Charlottenburg;04300412;Schlossgarten
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043004;Schloss Charlottenburg;04300413;Klausenerplatz
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043004;Schloss Charlottenburg;04300414;Schloßstraße
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043004;Schloss Charlottenburg;04300415;Lietzensee
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043004;Schloss Charlottenburg;04300416;Amtsgerichtsplatz
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043005;Mierendorffplatz;04300517;Tegeler Weg
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043005;Mierendorffplatz;04300518;Kaiserin-Augusta-Allee
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300619;Alt-Lietzow
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300620;Spreestadt
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300621;Richard-Wagner-Straße
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300622;Ernst-Reuter-Platz
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300623;Karl-August-Platz
04;Charlottenburg-Wilmersdorf;0430;Charlottenburg Zentrum;043006;Otto-Suhr-Allee/Kantstraße;04300624;Savignyplatz
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044007;Grunewald;04400725;Güterbahnhof Grunewald
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044007;Grunewald;04400726;Bismarckallee
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044007;Grunewald;04400727;Flinsberger Platz
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044007;Grunewald;04400728;Hagenplatz
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044007;Grunewald;04400729;Hundekehle
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400830;Forckenbeckstraße
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400831;Messelpark
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400832;Breite Straße
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400833;Schlangenbader Straße
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400834;Binger Straße
04;Charlottenburg-Wilmersdorf;0440;Wilmersdorf Süd;044008;Schmargendorf;04400835;Rüdesheimer Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045009;Halensee;04500936;Droysenstraße
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045009;Halensee;04500937;Halensee
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045009;Halensee;04500938;Hochmeisterplatz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045009;Halensee;04500939;Eisenzahnstraße
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501040;Hindemithplatz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501041;George-Grosz-Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501042;Breitscheidplatz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501043;Preußenpark
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501044;Ludwigkirchplatz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045010;Lietzenburger Straße;04501045;Schaperstraße
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501146;Barstraße
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501147;Leon-Jessel-Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501148;Brabanter Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501149;Nikolsburger Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501150;Wilhelmsaue
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501151;Hildegardstraße
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501152;Prager Platz
04;Charlottenburg-Wilmersdorf;0450;Wilmersdorf Zentrum;045011;Volkspark Wilmersdorf;04501153;Babelsberger Straße
05;Spandau;0510;Spandau Mitte / Nord;051001;Hakenfelde;05100101;Hakenfelde Nord
05;Spandau;0510;Spandau Mitte / Nord;051001;Hakenfelde;05100102;Am Forstacker
05;Spandau;0510;Spandau Mitte / Nord;051001;Hakenfelde;05100103;Mertensstraße
05;Spandau;0510;Spandau Mitte / Nord;051001;Hakenfelde;05100104;Maselake
05;Spandau;0510;Spandau Mitte / Nord;051001;Hakenfelde;05100105;Amorbacher Weg
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100206;Griesingerstraße
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100207;An der Tränke
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100208;Im Spektefeld
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100209;Westerwaldstraße
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100210;Germersheimer Platz
05;Spandau;0510;Spandau Mitte / Nord;051002;Falkenhagener Feld;05100211;An der Kappe
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100312;Eckschanze
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100313;Eiswerder
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100314;Kurstraße
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100315;Ackerstraße
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100316;Carl-Schurz-Straße
05;Spandau;0510;Spandau Mitte / Nord;051003;Spandau Mitte;05100317;Freiheit
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200418;Isenburger Weg
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200419;Am Heideberg
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200420;Staakener Straße
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200421;Spandauer Straße
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200422;Werkstraße
05;Spandau;0520;Wilhelmstadt / Staaken;052004;Brunsbütteler Damm;05200423;Magistratsweg
05;Spandau;0520;Wilhelmstadt / Staaken;052005;Heerstraße;05200524;Döberitzer Weg
05;Spandau;0520;Wilhelmstadt / Staaken;052005;Heerstraße;05200525;Pillnitzer Weg
05;Spandau;0520;Wilhelmstadt / Staaken;052005;Heerstraße;05200526;Rudolf-Wissell-Großsiedlung
05;Spandau;0520;Wilhelmstadt / Staaken;052005;Heerstraße;05200527;Maulbeerallee
05;Spandau;0520;Wilhelmstadt / Staaken;052005;Heerstraße;05200528;Weinmeisterhornweg
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200629;Borkumer Straße
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200630;Wilhelmstadt West
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200631;Wilhelmstadt Ost
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200632;Tiefwerder
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200633;Graetschelsteig
05;Spandau;0520;Wilhelmstadt / Staaken;052006;Wilhelmstadt;05200634;Börnicker Straße
05;Spandau;0530;Haselhorst / Siemensstadt;053007;Haselhorst;05300735;Haveleck
05;Spandau;0530;Haselhorst / Siemensstadt;053007;Haselhorst;05300736;Zitadellenweg
05;Spandau;0530;Haselhorst / Siemensstadt;053007;Haselhorst;05300737;Gartenfelder Straße
05;Spandau;0530;Haselhorst / Siemensstadt;053008;Siemensstadt;05300838;Gartenfeld
05;Spandau;0530;Haselhorst / Siemensstadt;053008;Siemensstadt;05300839;Rohrdamm
05;Spandau;0530;Haselhorst / Siemensstadt;053008;Siemensstadt;05300840;Nonnendammallee
05;Spandau;0530;Haselhorst / Siemensstadt;053008;Siemensstadt;05300841;Siemensdamm
05;Spandau;0540;Gatow / Kladow;054009;Gatow/Kladow;05400942;Alt-Gatow
05;Spandau;0540;Gatow / Kladow;054009;Gatow/Kladow;05400943;Jägerallee
05;Spandau;0540;Gatow / Kladow;054009;Gatow/Kladow;05400944;Kladower Damm
05;Spandau;0540;Gatow / Kladow;054009;Gatow/Kladow;05400945;Kafkastraße
06;Steglitz-Zehlendorf;0610;Steglitz;061001;Schloßstraße;06100101;Fichtenberg
06;Steglitz-Zehlendorf;0610;Steglitz;061001;Schloßstraße;06100102;Schloßstraße
06;Steglitz-Zehlendorf;0610;Steglitz;061001;Schloßstraße;06100103;Markelstraße
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100204;Munsterdamm
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100205;Südende
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100206;Stadtpark
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100207;Mittelstraße
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100208;Bergstraße
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100209;Feuerbachstraße
06;Steglitz-Zehlendorf;0610;Steglitz;061002;Albrechtstraße;06100210;Bismarckstraße
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200311;Alt-Lankwitz
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200312;Komponistenviertel Lankwitz
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200313;Lankwitz Kirche
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200314;Kaiser-Wilhelm-Straße
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200315;Gallwitzallee
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200316;Belßstraße
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062003;Lankwitz;06200317;Lankwitz Süd
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062004;Ostpreußendamm;06200418;Landweg
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062004;Ostpreußendamm;06200419;Thermometersiedlung
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062004;Ostpreußendamm;06200420;Lichterfelde Süd
06;Steglitz-Zehlendorf;0620;Lankwitz/Lichterfelde Ost;062004;Ostpreußendamm;06200421;Königsberger Straße
