bez_id,bez_name,pgr_id,pgr_name,bzr_id,bzr_name,plr_id,plr_name,year,median,cases,average
04,Charlottenburg-Wilmersdorf,0420,Charlottenburg West,042003,Westend,04200311,Königin-Elisabeth-Straße,2024,12.65,33.0,13.77
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043004,Schloss Charlottenburg,04300412,Schlossgarten,2024,21.72,61.0,20.04
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043004,Schloss Charlottenburg,04300413,Klausenerplatz,2024,11.13,36.0,12.53
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043004,Schloss Charlottenburg,04300414,Schloß Charlottenburg,2024,17.72,31.0,18.4
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043004,Schloss Charlottenburg,04300415,Lietzensee,2024,19.12,27.0,19.43
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043004,Schloss Charlottenburg,04300416,Amtsgerichtsplatz,2024,18.01,40.0,18.86
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043005,Mierendorffplatz,04300517,Tegeler Weg,2024,16.88,32.0,16.46
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043005,Mierendorffplatz,04300518,Kaiserin-Augusta-Allee,2024,17.81,29.0,17.49
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300619,Alt-Lietzow,2024,23.08,50.0,21.67
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300620,Spreestadt,2024,22.68,35.0,22.78
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300621,Richard-Wagner-Straße,2024,19.75,47.0,18.18
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300622,Ernst-Reuter-Platz,2024,19.56,49.0,19.01
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300623,Karl-August-Platz,2024,19.79,67.0,20.62
04,Charlottenburg-Wilmersdorf,0430,Charlottenburg Zentrum,043006,Otto-Suhr-Allee/Kantstraße,04300624,Savignyplatz,2024,20.0,73.0,21.29
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044007,Grunewald,04400725,Güterbahnhof Grunewald,2024,,,
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044007,Grunewald,04400726,Bismarckallee,2024,20.0,27.0,19.61
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044007,Grunewald,04400727,Flinsberger Platz,2024,17.0,39.0,15.88
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044007,Grunewald,04400728,Hagenplatz,2024,20.0,23.0,19.47
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044007,Grunewald,04400729,Hundekehle,2024,17.89,10.0,19.12
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400830,Forckenbeckstraße,2024,20.96,66.0,20.86
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400831,Messelpark,2024,20.59,11.0,21.68
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400832,Breite Straße,2024,14.6,28.0,16.54
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400833,Schlangenbader Straße,2024,25.0,15.0,23.98
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400834,Binger Straße,2024,18.75,10.0,17.64
04,Charlottenburg-Wilmersdorf,0440,Wilmersdorf Süd,044008,Schmargendorf,04400835,Rüdesheimer Platz,2024,15.22,19.0,16.56
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045009,Halensee,04500936,Droysenstraße,2024,22.0,21.0,19.57
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045009,Halensee,04500937,Halensee,2024,19.58,52.0,20.08
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045009,Halensee,04500938,Hochmeisterplatz,2024,20.0,42.0,20.28
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045009,Halensee,04500939,Eisenzahnstraße,2024,24.77,52.0,22.42
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501040,Hindemithplatz,2024,21.67,36.0,20.94
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501041,George-Grosz-Platz,2024,23.0,23.0,21.91
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501042,Breitscheidplatz,2024,24.88,35.0,24.09
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501043,Preußenpark,2024,21.02,71.0,21.71
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501044,Ludwigkirchplatz,2024,21.12,24.0,23.43
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045010,Lietzenburger Straße,04501045,Schaperstraße,2024,20.03,39.0,21.58
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501146,Barstraße,2024,19.4,17.0,17.31
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501147,Leon-Jessel-Platz,2024,17.28,29.0,19.24
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501148,Brabanter Platz,2024,14.43,24.0,16.38
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501149,Nikolsburger Platz,2024,18.83,36.0,20.2
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501150,Wilhelmsaue,2024,16.22,16.0,18.72
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501151,Hildegardstraße,2024,17.56,29.0,17.06
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501152,Prager Platz,2024,23.74,60.0,21.52
04,Charlottenburg-Wilmersdorf,0450,Wilmersdorf Zentrum,045011,Volkspark Wilmersdorf,04501153,Babelsberger Straße,2024,17.27,43.0,19.18
05,Spandau,0510,Spandau Mitte / Nord,051001,Hakenfelde,05100101,Hakenfelde Nord,2024,12.41,34.0,14.14
05,Spandau,0510,Spandau Mitte / Nord,051001,Hakenfelde,05100102,Am Forstacker,2024,12.05,43.0,11.15
05,Spandau,0510,Spandau Mitte / Nord,051001,Hakenfelde,05100103,Mertensstraße,2024,14.36,56.0,13.71
05,Spandau,0510,Spandau Mitte / Nord,051001,Hakenfelde,05100104,Maselake,2024,18.7,49.0,17.34
05,Spandau,0510,Spandau Mitte / Nord,051001,Hakenfelde,05100105,Amorbacher Weg,2024,10.13,14.0,12.2
05,Spandau,0510,Spandau Mitte / Nord,051002,Falkenhagener Feld,05100206,Griesingerstraße,2024,6.74,20.0,7.05
