plr_id,plr_name,svb_vollzeit,medianeinkommen,bez_id,bez_name,pgr_id,pgr_name,bzr_id,bzr_name
5300840,Nonnendammallee,,,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt
5300841,Siemensdamm,,,5,Spandau,530,Haselhorst / Siemensstadt,53008,Siemensstadt
5400942,Alt-Gatow,584,4663,5,Spandau,540,Gatow / Kladow,54009,Gatow/Kladow
5400943,Jägerallee,1989,5176,5,Spandau,540,Gatow / Kladow,54009,Gatow/Kladow
5400944,Kladower Damm,292,,5,Spandau,540,Gatow / Kladow,54009,Gatow/Kladow
5400945,Kafkastraße,582,5167,5,Spandau,540,Gatow / Kladow,54009,Gatow/Kladow
6100101,Fichtenberg,1340,4792,6,Steglitz-Zehlendorf,610,Steglitz,61001,Schloßstraße
6100102,Schloßstraße,2231,4626,6,Steglitz-Zehlendorf,610,Steglitz,61001,Schloßstraße
6100103,Markelstraße,1552,4501,6,Steglitz-Zehlendorf,610,Steglitz,61001,Schloßstraße
6100204,Munsterdamm,1673,3864,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100205,Südende,2437,4108,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100206,Stadtpark,1807,4014,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100207,Mittelstraße,1978,4318,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100208,Bergstraße,1779,4308,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100209,Feuerbachstraße,2415,4118,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6100210,Bismarckstraße,1243,4138,6,Steglitz-Zehlendorf,610,Steglitz,61002,Albrechtstraße
6200311,Alt-Lankwitz,966,3941,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200312,Komponistenviertel Lankwitz,1158,4446,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200313,Lankwitz Kirche,1857,3685,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200314,Kaiser-Wilhelm-Straße,1874,3729,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200315,Gallwitzallee,1538,3822,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200316,Belßstraße,1227,3358,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200317,Lankwitz Süd,1290,4151,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62003,Lankwitz
6200318,Landweg,,,,,,,,
6200319,Thermometersiedlung,,,,,,,,
6200420,Lichterfelde Süd,1010,3378,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62004,Ostpreußendamm
6200421,Königsberger Straße,1533,3873,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62004,Ostpreußendamm
6200422,Oberhofer Platz,1735,4237,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62004,Ostpreußendamm
6200423,Schütte-Lanz-Straße,1459,4563,6,Steglitz-Zehlendorf,620,Lankwitz/Lichterfelde Ost,62004,Ostpreußendamm
6300524,Berlepschstraße,974,4457,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63005,Teltower Damm
6300525,Zehlendorf Süd,1305,3660,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63005,Teltower Damm
6300526,Zehlendorf Mitte,693,4626,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63005,Teltower Damm
6300527,Sundgauer Straße,1973,4370,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63005,Teltower Damm
6300528,Teltower Damm,1885,4802,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63005,Teltower Damm
6300629,Botanischer Garten,1526,4318,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6300630,Hindenburgdamm,1174,4162,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6300631,Goerzwerke,561,4387,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6300632,Schweizer Viertel,2686,5353,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6300633,Augustaplatz,2482,4566,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6300634,Lichterfelde West,1510,5360,6,Steglitz-Zehlendorf,630,Zehlendorf Süd/Lichterfelde West,63006,Drakestraße
6400735,Wannsee,1645,5287,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64007,Zehlendorf Südwest
6400736,Düppel,898,4982,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64007,Zehlendorf Südwest
6400737,Nikolassee,1557,4958,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64007,Zehlendorf Südwest
6400838,Krumme Lanke,1135,5642,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400839,Fischerhüttenstraße,843,5196,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400840,Fischtal,1227,4932,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400841,Zehlendorf Eiche,1009,4761,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400842,Hüttenweg,1022,5282,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400843,Thielallee,765,5976,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
6400844,Dahlem,1118,5682,6,Steglitz-Zehlendorf,640,Zehlendorf Nord/Wannsee,64008,Zehlendorf Nord
7100101,Wittenbergplatz,2164,4515,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71001,Schöneberg Nordwest
7100102,Kalckreuthstraße,1754,4506,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71001,Schöneberg Nordwest
7100103,Frobenstraße,1544,3904,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71001,Schöneberg Nordwest
7100204,Barbarossaplatz,2519,4849,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71002,Schöneberg Nordost
7100205,Alvenslebenstraße,990,3596,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71002,Schöneberg Nordost
7100206,Großgörschenstraße,1869,4376,7,Tempelhof-Schöneberg,710,Schöneberg Nord,71002,Schöneberg Nordost
7200307,Bayerischer Platz,2478,4510,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72003,Schöneberg Südwest
7200308,Volkspark (Rudolph-Wilde-Park),2521,4313,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72003,Schöneberg Südwest
7200409,Belziger Straße,2201,4735,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7200410,Feurigstraße,1133,3969,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7200411,Julius-Leber-Brücke,565,4492,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7200412,Schöneberger Linse,662,5679,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7200413,Cheruskerstraße,2001,4614,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7200414,Hohenfriedbergstraße,865,4694,7,Tempelhof-Schöneberg,720,Schöneberg Süd,72004,Schöneberg Südost
7300515,Taunusstraße,1706,5101,7,Tempelhof-Schöneberg,730,Friedenau,73005,Friedenau West
7300516,Odenwaldstraße,2144,4789,7,Tempelhof-Schöneberg,730,Friedenau,73005,Friedenau West
7300517,Perelsplatz,2034,5012,7,Tempelhof-Schöneberg,730,Friedenau,73005,Friedenau West
7300618,Ceciliengärten,2126,4726,7,Tempelhof-Schöneberg,730,Friedenau,73006,Friedenau Ost
7300619,Grazer Platz,2820,3969,7,Tempelhof-Schöneberg,730,Friedenau,73006,Friedenau Ost
7400720,Gontermannstraße,2437,3820,7,Tempelhof-Schöneberg,740,Tempelhof,74007,Tempelhof Nord
7400721,Paradestraße,1030,4405,7,Tempelhof-Schöneberg,740,Tempelhof,74007,Tempelhof Nord
7400822,Lindenhofsiedlung,831,4396,7,Tempelhof-Schöneberg,740,Tempelhof,74008,Tempelhof Südwest
7400823,Wittekindstraße,2427,3689,7,Tempelhof-Schöneberg,740,Tempelhof,74008,Tempelhof Südwest
7400824,Bosepark,1741,4039,7,Tempelhof-Schöneberg,740,Tempelhof,74008,Tempelhof Südwest
7400825,Friedrich-Karl-Straße,1920,3954,7,Tempelhof-Schöneberg,740,Tempelhof,74008,Tempelhof Südwest
7400826,Marienhöhe,1156,3787,7,Tempelhof-Schöneberg,740,Tempelhof,74008,Tempelhof Südwest
7400927,Rathaus Tempelhof,2613,3679,7,Tempelhof-Schöneberg,740,Tempelhof,74009,Tempelhof Südost
7400928,Germaniagarten,981,3445,7,Tempelhof-Schöneberg,740,Tempelhof,74009,Tempelhof Südost
7501029,Ringstraße,2081,3588,7,Tempelhof-Schöneberg,750,Mariendorf,75010,Mariendorf Nord
7501030,Machonstraße,2009,3721,7,Tempelhof-Schöneberg,750,Mariendorf,75010,Mariendorf Nord
7501031,Eisenacher Straße,2055,3710,7,Tempelhof-Schöneberg,750,Mariendorf,75010,Mariendorf Nord
7501032,Imbrosweg,1396,3844,7,Tempelhof-Schöneberg,750,Mariendorf,75010,Mariendorf Nord
7501133,Fritz-Werner-Straße,1828,3501,7,Tempelhof-Schöneberg,750,Mariendorf,75011,Mariendorf Süd
7501134,Hundsteinweg,2057,4051,7,Tempelhof-Schöneberg,750,Mariendorf,75011,Mariendorf Süd
7501135,Birnhornweg,470,,7,Tempelhof-Schöneberg,750,Mariendorf,75011,Mariendorf Süd
7601236,Marienfelder Allee Nordwest,1963,3493,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76012,Marienfelde Nord
7601237,Kirchstraße,1076,4291,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76012,Marienfelde Nord
7601238,Marienfelde Nordost,493,,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76012,Marienfelde Nord
7601339,Tirschenreuther Ring West,1100,3303,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76013,Marienfelde Süd
7601340,Tirschenreuther Ring Ost,1367,3325,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76013,Marienfelde Süd
7601341,Diedersdorfer Weg,482,,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76013,Marienfelde Süd
7601442,Kettinger Straße,2185,4080,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76014,Lichtenrade Nord
7601443,Töpchiner Weg,2319,3992,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76014,Lichtenrade Nord
7601544,John-Locke-Straße,1820,3507,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76015,Lichtenrade Süd
7601545,Nahariyastraße,1521,3201,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76015,Lichtenrade Süd
7601546,Franziusweg,1524,4393,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76015,Lichtenrade Süd
7601547,Horstwalder Straße,742,4001,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76015,Lichtenrade Süd
7601548,Wittelsbacherstraße,566,4419,7,Tempelhof-Schöneberg,760,Marienfelde / Lichtenrade,76015,Lichtenrade Süd
8100101,Hasenheide,1043,4388,8,Neukölln,810,Neukölln,81001,Schillerpromenade
8100102,Schillerpromenade Nord,1792,4042,8,Neukölln,810,Neukölln,81001,Schillerpromenade
8100103,Schillerpromenade Süd,1679,3966,8,Neukölln,810,Neukölln,81001,Schillerpromenade
8100104,Wartheplatz,1519,3802,8,Neukölln,810,Neukölln,81001,Schillerpromenade
8100105,Silbersteinstraße,1380,4247,8,Neukölln,810,Neukölln,81001,Schillerpromenade
8100206,Flughafenstraße,1936,3939,8,Neukölln,810,Neukölln,81002,Neuköllner Mitte/Zentrum
8100207,Rollberg,1160,3363,8,Neukölln,810,Neukölln,81002,Neuköllner Mitte/Zentrum
8100208,Körnerpark,2514,3831,8,Neukölln,810,Neukölln,81002,Neuköllner Mitte/Zentrum
8100209,Glasower Straße,1806,3698,8,Neukölln,810,Neukölln,81002,Neuköllner Mitte/Zentrum
8100310,Maybachufer,1672,4561,8,Neukölln,810,Neukölln,81003,Reuterstraße
8100311,Reuterplatz,1558,4287,8,Neukölln,810,Neukölln,81003,Reuterstraße
8100312,Weichselplatz,2441,4038,8,Neukölln,810,Neukölln,81003,Reuterstraße
8100313,Bouchéstraße,734,3551,8,Neukölln,810,Neukölln,81003,Reuterstraße
8100314,Donaustraße,1691,3968,8,Neukölln,810,Neukölln,81003,Reuterstraße
8100415,Ganghoferstraße,1446,3955,8,Neukölln,810,Neukölln,81004,Rixdorf
8100416,Alt-Rixdorf,1315,4024,8,Neukölln,810,Neukölln,81004,Rixdorf
8100417,Braunschweiger Straße,1954,3822,8,Neukölln,810,Neukölln,81004,Rixdorf
8100418,Hertzbergplatz,2036,3794,8,Neukölln,810,Neukölln,81004,Rixdorf
8100419,Treptower Straße Nord,1249,3630,8,Neukölln,810,Neukölln,81004,Rixdorf
8100520,Weiße Siedlung,845,3014,8,Neukölln,810,Neukölln,81005,Köllnische Heide
8100521,Schulenburgpark,1320,2963,8,Neukölln,810,Neukölln,81005,Köllnische Heide
8200622,Jahnstraße,1057,3262,8,Neukölln,820,Britz/Buckow,82006,Britz Nord
8200623,Park am Buschkrug,1233,3466,8,Neukölln,820,Britz/Buckow,82006,Britz Nord
8200624,Tempelhofer Weg,1885,3355,8,Neukölln,820,Britz/Buckow,82006,Britz Nord
8200725,Mohriner Allee Nord,491,,8,Neukölln,820,Britz/Buckow,82007,Britz
8200726,Hufeisensiedlung,1303,3828,8,Neukölln,820,Britz/Buckow,82007,Britz
8200727,Parchimer Allee Süd,1971,3426,8,Neukölln,820,Britz/Buckow,82007,Britz
8200728,Ortolanweg,190,,8,Neukölln,820,Britz/Buckow,82007,Britz
8200729,Britzer Garten,428,,8,Neukölln,820,Britz/Buckow,82007,Britz
8200730,Handwerker-Siedlung,676,3428,8,Neukölln,820,Britz/Buckow,82007,Britz
8200831,Buckow West,1936,3836,8,Neukölln,820,Britz/Buckow,82008,Buckow
8200832,Buckow Mitte,2362,3609,8,Neukölln,820,Britz/Buckow,82008,Buckow
8200833,Buckow Ost,1779,3356,8,Neukölln,820,Britz/Buckow,82008,Buckow
8300934,Gropiusstadt Nord-West,2317,3321,8,Neukölln,830,Gropiusstadt,83009,Gropiusstadt West
8300935,Gropiusstadt Süd-West,1495,3310,8,Neukölln,830,Gropiusstadt,83009,Gropiusstadt West
8301036,Gropiusstadt Mitte,1383,3257,8,Neukölln,830,Gropiusstadt,83010,Gropiusstadt Ost
8301037,Gropiusstadt Süd-Ost,2039,3131,8,Neukölln,830,Gropiusstadt,83010,Gropiusstadt Ost
8401138,Goldhähnchenweg,485,,8,Neukölln,840,Buckow Nord/Rudow,84011,Buckow Nord
8401139,Vogelviertel Süd,892,3616,8,Neukölln,840,Buckow Nord/Rudow,84011,Buckow Nord
8401140,Vogelviertel Nord,538,3671,8,Neukölln,840,Buckow Nord/Rudow,84011,Buckow Nord
8401241,Blumenviertel,1612,3979,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
8401242,Zittauer Straße,1396,4005,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
8401243,Alt-Rudow,2012,3634,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
8401244,Waßmannsdorfer Chaussee,1425,4180,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
8401245,Frauenviertel,967,3687,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
8401246,Waltersdorfer Chaussee Ost,1494,3774,8,Neukölln,840,Buckow Nord/Rudow,84012,Rudow
9100101,Alt-Treptow,3218,4445,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91001,Alt-Treptow
9100202,Plänterwald West,1099,4180,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91002,Plänterwald
9100203,Plänterwald Ost,1929,3467,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91002,Plänterwald
9100304,Baumschulenweg West,3171,3805,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91003,Baumschulenweg
9100305,Baumschulenweg Ost,1239,3832,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91003,Baumschulenweg
9100306,Späthsfelde,635,4346,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91003,Baumschulenweg
9100407,Johannisthal West,2271,3738,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91004,Johannisthal
9100408,Johannisthal Ost,2652,3806,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91004,Johannisthal
9100409,Landschaftspark Adlershof,976,4141,9,Treptow-Köpenick,910,Treptow-Köpenick 1,91004,Johannisthal
9200510,Helmholtz-Kiez,2325,3640,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92005,Oberschöneweide
9200511,Griechischer Park,3664,3611,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92005,Oberschöneweide
9200512,Wuhlheide,1166,3798,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92005,Oberschöneweide
9200613,Bahnhof Schöneweide,3246,3928,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92006,Niederschöneweide
9200614,Oberspree,947,3679,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92006,Niederschöneweide
9200715,Wista,1375,4194,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92007,Adlershof
9200716,Dörpfeldstraße Ost,2240,3825,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92007,Adlershof
9200717,Dörpfeldstraße West,2917,3826,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92007,Adlershof
9200818,Spindlersfeld,1418,4227,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92008,Köllnische Vorstadt/Spindlersfeld
9200819,Köllnische Vorstadt,2310,3347,9,Treptow-Köpenick,920,Treptow-Köpenick 2,92008,Köllnische Vorstadt/Spindlersfeld
9300920,Dorf Altglienicke,3672,4121,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93009,Altglienicke
9300921,Preußen Siedlung,766,4335,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93009,Altglienicke
9300922,Kosmos Viertel,1313,2937,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93009,Altglienicke
9300923,Kölner Viertel,2156,3548,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93009,Altglienicke
9301024,Falkenberg,1052,4071,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93010,Bohnsdorf
9301025,Alt-Bohnsdorf,2976,3689,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93010,Bohnsdorf
9301126,Grünau,2327,4377,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93011,Grünau
9301227,Karolinenhof,429,,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93012,Schmöckwitz
9301228,Schmöckwitz/Rauchfangswerder,647,4512,9,Treptow-Köpenick,930,Treptow-Köpenick 3,93012,Schmöckwitz
9401329,Kietzer Feld/ Nachtheide,2532,3799,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94013,Köpenick Süd
9401330,Wendenschloß,413,,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94013,Köpenick Süd
9401431,Allende I,1180,3541,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94014,Allende-Viertel
9401432,Siedlung Kämmereiheide,399,,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94014,Allende-Viertel
9401433,Allende II,872,3151,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94014,Allende-Viertel
9401534,Altstadt Köpenick,1959,3486,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94015,Altstadt Köpenick
9401635,Müggelheim,1786,4109,9,Treptow-Köpenick,940,Treptow-Köpenick 4,94016,Müggelheim
9501736,Hirschgarten,1088,3878,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95017,Friedrichshagen
9501737,Alt-Friedrichshagen,3214,4299,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95017,Friedrichshagen
9501838,Rahnsdorf,2344,4581,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95018,Rahnsdorf
9501939,Bahnhofstraße,2128,4170,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95019,Dammvorstadt
9501940,Güterbahnhof Köpenick,815,3790,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95019,Dammvorstadt
9501941,Friedrichshagener Straße,848,4713,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95019,Dammvorstadt
9502042,Mittelheide,1160,4404,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95020,Köpenick Nord
9502043,Dammheide,2362,3862,9,Treptow-Köpenick,950,Treptow-Köpenick 5,95020,Köpenick Nord
10100101,Marzahn West,1496,2989,10,Marzahn-Hellersdorf,1010,Marzahn,101001,Marzahn Nord
10100102,Rosenbecker Straße,943,3040,10,Marzahn-Hellersdorf,1010,Marzahn,101001,Marzahn Nord
10100103,Wittenberger Straße,1793,2973,10,Marzahn-Hellersdorf,1010,Marzahn,101001,Marzahn Nord
10100104,Golliner Straße,2001,2964,10,Marzahn-Hellersdorf,1010,Marzahn,101001,Marzahn Nord
10100205,Gewerbegebiet Bitterfelder Straße,97,,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100206,Wuhletalstraße,2775,3057,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100207,Ahrensfelder Berge,2238,2982,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100208,Bürgerpark,2357,3086,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100209,Lea-Grundig-Straße,2177,3081,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100210,Marzahner Promenade,2294,3026,10,Marzahn-Hellersdorf,1010,Marzahn,101002,Marzahn Mitte
10100311,Marzahner Chaussee,631,3410,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10100312,Springpfuhl,3725,3224,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10100313,Alt-Marzahn,1055,3344,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10100314,Auersbergstraße,1426,3261,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10100315,Bärenstein,1846,3125,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10100316,Landsberger Tor,957,3747,10,Marzahn-Hellersdorf,1010,Marzahn,101003,Marzahn Süd
10200417,Zossener Straße,1993,2890,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200418,Kyritzer Straße,2222,3137,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200419,Havelländer Ring,1186,2991,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200420,Gut Hellersdorf,1994,3018,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200421,Helle Mitte,558,3187,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200422,Hellersdorfer Promenade,1580,2865,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200423,Böhlener Straße,1659,2916,10,Marzahn-Hellersdorf,1020,Hellersdorf,102004,Hellersdorf Nord
10200524,Adele-Sandrock Straße,3321,3227,10,Marzahn-Hellersdorf,1020,Hellersdorf,102005,Hellersdorf Ost
10200525,Schleipfuhl,1359,2977,10,Marzahn-Hellersdorf,1020,Hellersdorf,102005,Hellersdorf Ost
10200526,Boulevard Kastanienallee,1444,3013,10,Marzahn-Hellersdorf,1020,Hellersdorf,102005,Hellersdorf Ost
10200627,Am Kienberg,1133,3187,10,Marzahn-Hellersdorf,1020,Hellersdorf,102006,Hellersdorf Süd
10200628,Neue Grottkauer Straße,1634,2953,10,Marzahn-Hellersdorf,1020,Hellersdorf,102006,Hellersdorf Süd
10200629,Teterower Ring,2348,3183,10,Marzahn-Hellersdorf,1020,Hellersdorf,102006,Hellersdorf Süd
10200630,Cecilienplatz,1643,3215,10,Marzahn-Hellersdorf,1020,Hellersdorf,102006,Hellersdorf Süd
10300731,Oberfeldstraße,1826,4277,10,Marzahn-Hellersdorf,1030,Biesdorf,103007,Biesdorf
10300732,Buckower Ring,1810,3378,10,Marzahn-Hellersdorf,1030,Biesdorf,103007,Biesdorf
10300733,Alt-Biesdorf,1375,4226,10,Marzahn-Hellersdorf,1030,Biesdorf,103007,Biesdorf
10300734,Biesdorf Süd,2622,4630,10,Marzahn-Hellersdorf,1030,Biesdorf,103007,Biesdorf
10400835,Kaulsdorf Nord,2143,3995,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104008,Kaulsdorf
10400836,Alt-Kaulsdorf,999,4177,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104008,Kaulsdorf
10400837,Kaulsdorf Süd,1975,4470,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104008,Kaulsdorf
10400938,Mahlsdorf Nord,2715,4553,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104009,Mahlsdorf
10400939,Alt-Mahlsdorf,1215,4261,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104009,Mahlsdorf
10400940,Elsensee,1510,4394,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104009,Mahlsdorf
10400941,Pilgramer Straße,2531,4550,10,Marzahn-Hellersdorf,1040,Kaulsdorf/Mahlsdorf,104009,Mahlsdorf
11100101,Dörfer Malchow-Wartenberg,905,3876,11,Lichtenberg,1110,Hohenschönhausen Nord,111001,"Malchow, Wartenberg und Falkenberg"
11100102,Dorf Falkenberg,777,3966,11,Lichtenberg,1110,Hohenschönhausen Nord,111001,"Malchow, Wartenberg und Falkenberg"
11100203,Falkenberg Ost,2185,3022,11,Lichtenberg,1110,Hohenschönhausen Nord,111002,Neu-Hohenschönhausen Nord
11100204,Falkenberg West,1886,3102,11,Lichtenberg,1110,Hohenschönhausen Nord,111002,Neu-Hohenschönhausen Nord
11100205,Wartenberg Süd,1431,3168,11,Lichtenberg,1110,Hohenschönhausen Nord,111002,Neu-Hohenschönhausen Nord
11100206,Wartenberg Nord,1797,3042,11,Lichtenberg,1110,Hohenschönhausen Nord,111002,Neu-Hohenschönhausen Nord
11100307,Zingster Straße Ost,2640,3037,11,Lichtenberg,1110,Hohenschönhausen Nord,111003,Neu-Hohenschönhausen Süd
11100308,Zingster Straße West,2201,2999,11,Lichtenberg,1110,Hohenschönhausen Nord,111003,Neu-Hohenschönhausen Süd
11100309,Mühlengrund,1607,3227,11,Lichtenberg,1110,Hohenschönhausen Nord,111003,Neu-Hohenschönhausen Süd
11200410,Malchower Weg,2415,3745,11,Lichtenberg,1120,Hohenschönhausen Süd,112004,Alt-Hohenschönhausen Nord
