bez_id,pgr_id,plr_id,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner,year,bzr_id
11,1140,11401033,6776.0,498.0,639.0,175.0,661.0,2162.0,624.0,693.0,1324.0,3398.0,1582.0,2021,
11,1140,11401034,3345.0,214.0,249.0,58.0,334.0,1042.0,294.0,350.0,804.0,1701.0,765.0,2021,
11,1140,11401135,10768.0,871.0,717.0,206.0,1070.0,2945.0,910.0,1033.0,3016.0,5700.0,2255.0,2021,
11,1140,11401136,8105.0,337.0,323.0,81.0,1023.0,2192.0,700.0,1022.0,2427.0,4260.0,1441.0,2021,
11,1140,11401137,8659.0,553.0,651.0,216.0,827.0,2321.0,849.0,984.0,2258.0,4457.0,1810.0,2021,
11,1150,11501238,4266.0,435.0,501.0,138.0,300.0,1423.0,605.0,390.0,474.0,2126.0,586.0,2021,
11,1150,11501339,10338.0,889.0,874.0,177.0,1193.0,3586.0,1158.0,1152.0,1309.0,5171.0,1670.0,2021,
11,1150,11501340,10657.0,701.0,1068.0,296.0,637.0,2748.0,1415.0,1538.0,2254.0,5567.0,768.0,2021,
11,1150,11501341,7410.0,436.0,986.0,241.0,614.0,2016.0,1156.0,933.0,1028.0,3706.0,741.0,2021,
12,1210,12100101,10965.0,798.0,907.0,288.0,1278.0,3459.0,1260.0,1344.0,1631.0,5367.0,3716.0,2021,
12,1210,12100102,9859.0,594.0,870.0,278.0,1209.0,2887.0,1288.0,1308.0,1425.0,4803.0,3105.0,2021,
12,1210,12100103,7587.0,417.0,476.0,158.0,836.0,2207.0,987.0,1067.0,1439.0,3794.0,2003.0,2021,
12,1210,12100204,8822.0,544.0,648.0,176.0,966.0,2520.0,977.0,1133.0,1858.0,4498.0,2425.0,2021,
12,1210,12100205,13877.0,842.0,1008.0,333.0,1581.0,3954.0,1661.0,1882.0,2616.0,6936.0,3798.0,2021,
12,1210,12100206,4613.0,259.0,282.0,68.0,428.0,1221.0,600.0,749.0,1006.0,2296.0,842.0,2021,
12,1220,12200307,2714.0,126.0,193.0,70.0,238.0,759.0,371.0,426.0,531.0,1339.0,687.0,2021,
12,1220,12200308,5644.0,274.0,365.0,126.0,549.0,1414.0,634.0,828.0,1454.0,2884.0,1356.0,2021,
12,1220,12200309,10813.0,672.0,881.0,292.0,1422.0,3145.0,1306.0,1421.0,1674.0,5281.0,3813.0,2021,
12,1220,12200310,8211.0,589.0,816.0,273.0,1041.0,2200.0,969.0,1007.0,1316.0,4059.0,3006.0,2021,
12,1220,12200411,362.0,15.0,30.0,18.0,47.0,83.0,59.0,58.0,52.0,157.0,156.0,2021,
12,1220,12200412,6398.0,337.0,518.0,137.0,566.0,1668.0,898.0,929.0,1345.0,2851.0,1268.0,2021,
12,1220,12200413,8026.0,504.0,622.0,238.0,789.0,1963.0,1025.0,1124.0,1761.0,4172.0,1865.0,2021,
12,1220,12200414,1431.0,82.0,103.0,30.0,118.0,274.0,201.0,258.0,365.0,672.0,188.0,2021,
12,1220,12200515,10973.0,559.0,594.0,174.0,863.0,2573.0,1313.0,1585.0,3312.0,5927.0,1589.0,2021,
12,1240,12400616,5960.0,282.0,499.0,194.0,372.0,859.0,811.0,1057.0,1886.0,3058.0,348.0,2021,
12,1240,12400617,6786.0,315.0,584.0,200.0,468.0,1011.0,975.0,1326.0,1907.0,3444.0,364.0,2021,
12,1240,12400618,3762.0,238.0,362.0,76.0,237.0,701.0,446.0,642.0,1060.0,1910.0,244.0,2021,
12,1240,12400619,7733.0,379.0,647.0,234.0,587.0,1258.0,989.0,1297.0,2342.0,3961.0,515.0,2021,
12,1240,12400720,8538.0,409.0,775.0,241.0,576.0,1181.0,1185.0,1379.0,2792.0,4487.0,434.0,2021,
12,1240,12400721,8002.0,381.0,795.0,262.0,580.0,1135.0,1149.0,1331.0,2369.0,4091.0,536.0,2021,
12,1240,12400722,8519.0,411.0,742.0,225.0,585.0,1348.0,1151.0,1408.0,2649.0,4398.0,554.0,2021,
12,1240,12400723,8125.0,427.0,658.0,219.0,586.0,1316.0,1049.0,1367.0,2503.0,4262.0,637.0,2021,
12,1250,12500824,9641.0,465.0,611.0,161.0,789.0,2055.0,1222.0,1593.0,2745.0,5176.0,786.0,2021,
12,1250,12500825,6731.0,336.0,389.0,143.0,696.0,1803.0,844.0,1083.0,1437.0,3337.0,1262.0,2021,
12,1250,12500926,5089.0,235.0,226.0,79.0,491.0,1122.0,528.0,766.0,1642.0,2616.0,825.0,2021,
12,1250,12500927,6445.0,329.0,455.0,171.0,571.0,1233.0,791.0,1154.0,1741.0,3319.0,793.0,2021,
12,1250,12500928,5107.0,299.0,416.0,124.0,441.0,1029.0,687.0,785.0,1326.0,2648.0,471.0,2021,
12,1250,12500929,5137.0,245.0,483.0,164.0,384.0,874.0,732.0,864.0,1391.0,2599.0,323.0,2021,
12,1250,12500930,10302.0,519.0,766.0,211.0,1154.0,2524.0,1286.0,1480.0,2362.0,4864.0,2563.0,2021,
12,1260,12601031,3233.0,127.0,183.0,63.0,273.0,555.0,405.0,581.0,1046.0,1645.0,454.0,2021,
12,1260,12601032,5920.0,510.0,758.0,252.0,672.0,1365.0,716.0,614.0,1033.0,2945.0,1914.0,2021,
12,1260,12601133,11412.0,860.0,1460.0,434.0,1168.0,2749.0,1336.0,1244.0,2161.0,5821.0,3052.0,2021,
12,1260,12601134,15316.0,1153.0,1743.0,574.0,1601.0,3351.0,1733.0,1753.0,3408.0,7982.0,3662.0,2021,
12,1260,12601235,10598.0,781.0,1482.0,461.0,1241.0,2430.0,1283.0,1167.0,1753.0,5421.0,3260.0,2021,
12,1260,12601236,3121.0,130.0,228.0,94.0,318.0,640.0,356.0,481.0,874.0,1582.0,597.0,2021,
1,110,1100101,3561.0,165.0,209.0,25.0,395.0,1271.0,375.0,403.0,718.0,1737.0,1542.0,2022,
1,110,1100102,2002.0,113.0,129.0,27.0,174.0,764.0,274.0,262.0,259.0,929.0,1090.0,2022,
1,110,1100103,5662.0,282.0,326.0,102.0,741.0,1791.0,653.0,747.0,1020.0,2661.0,2187.0,2022,
1,110,1100104,5029.0,260.0,397.0,137.0,801.0,1886.0,601.0,554.0,393.0,2316.0,2101.0,2022,
1,110,1100205,3009.0,147.0,178.0,52.0,390.0,1122.0,331.0,319.0,470.0,1426.0,1574.0,2022,
1,110,1100206,1915.0,100.0,112.0,41.0,190.0,652.0,280.0,248.0,292.0,932.0,745.0,2022,
1,110,1100207,8801.0,484.0,517.0,140.0,777.0,3259.0,1000.0,1040.0,1584.0,4321.0,3301.0,2022,
1,110,1100308,7384.0,441.0,476.0,115.0,674.0,3173.0,1046.0,711.0,748.0,3580.0,2547.0,2022,
1,110,1100309,12559.0,664.0,918.0,342.0,1214.0,4588.0,2124.0,1629.0,1080.0,6161.0,3580.0,2022,
1,110,1100310,10332.0,525.0,580.0,167.0,1108.0,4140.0,1250.0,1058.0,1504.0,4905.0,3970.0,2022,
1,110,1100311,9649.0,511.0,712.0,171.0,1181.0,2862.0,887.0,994.0,2331.0,4992.0,3296.0,2022,
1,110,1100312,10213.0,611.0,593.0,134.0,889.0,3934.0,1104.0,1084.0,1864.0,5020.0,3414.0,2022,
1,110,1100313,11160.0,605.0,689.0,177.0,1397.0,4040.0,1304.0,1233.0,1715.0,5498.0,3782.0,2022,
1,110,1100414,5556.0,502.0,438.0,106.0,465.0,2850.0,621.0,325.0,249.0,2716.0,2444.0,2022,
1,110,1100415,13339.0,768.0,1108.0,338.0,1410.0,5115.0,2289.0,1464.0,847.0,6571.0,4094.0,2022,
1,110,1100416,13527.0,864.0,1157.0,328.0,1050.0,5476.0,2399.0,1316.0,937.0,6772.0,3934.0,2022,
1,120,1200517,4078.0,242.0,318.0,97.0,600.0,1626.0,414.0,466.0,315.0,1824.0,1901.0,2022,
1,120,1200518,6970.0,363.0,434.0,138.0,1215.0,2757.0,751.0,665.0,647.0,3211.0,3119.0,2022,
1,120,1200519,9533.0,479.0,644.0,209.0,1315.0,3696.0,1070.0,999.0,1121.0,4450.0,3746.0,2022,
1,120,1200520,9548.0,457.0,592.0,160.0,1301.0,3538.0,1054.0,1215.0,1231.0,4509.0,2934.0,2022,
1,120,1200521,5307.0,263.0,397.0,143.0,781.0,1959.0,593.0,559.0,612.0,2393.0,2064.0,2022,
1,120,1200522,11621.0,568.0,727.0,254.0,1260.0,3610.0,1355.0,1729.0,2118.0,5911.0,2646.0,2022,
1,120,1200623,10969.0,599.0,707.0,223.0,1495.0,4472.0,1233.0,1203.0,1037.0,5184.0,3605.0,2022,
1,120,1200624,6504.0,534.0,422.0,90.0,765.0,3577.0,528.0,303.0,285.0,3034.0,3336.0,2022,
1,120,1200625,6970.0,368.0,624.0,198.0,900.0,2261.0,830.0,752.0,1037.0,3416.0,2450.0,2022,
1,120,1200626,5949.0,281.0,350.0,102.0,630.0,2032.0,750.0,776.0,1028.0,2927.0,1659.0,2022,
1,120,1200627,3424.0,262.0,388.0,113.0,430.0,925.0,353.0,411.0,542.0,1674.0,1230.0,2022,
1,120,1200628,3275.0,165.0,190.0,65.0,324.0,1129.0,474.0,431.0,497.0,1532.0,843.0,2022,
1,120,1200629,5956.0,224.0,266.0,90.0,969.0,1797.0,644.0,706.0,1260.0,2912.0,2038.0,2022,
1,130,1300730,7967.0,510.0,841.0,249.0,1217.0,2616.0,941.0,824.0,769.0,3745.0,3800.0,2022,
1,130,1300731,8826.0,537.0,775.0,269.0,1291.0,3091.0,983.0,903.0,977.0,4196.0,3550.0,2022,
1,130,1300732,9949.0,717.0,948.0,301.0,1346.0,3515.0,1191.0,949.0,982.0,4807.0,4103.0,2022,
1,130,1300733,11658.0,664.0,1096.0,339.0,1518.0,4089.0,1492.0,1215.0,1245.0,5609.0,4562.0,2022,
1,130,1300834,14379.0,1060.0,1619.0,546.0,1744.0,4371.0,1729.0,1494.0,1816.0,7194.0,4513.0,2022,
1,130,1300835,10872.0,625.0,982.0,281.0,1673.0,3075.0,1230.0,1240.0,1766.0,5535.0,3585.0,2022,
1,130,1300836,15051.0,929.0,1343.0,447.0,2236.0,5341.0,1801.0,1463.0,1491.0,7139.0,6341.0,2022,
1,140,1400937,10885.0,556.0,712.0,239.0,1262.0,3515.0,1285.0,1510.0,1806.0,5340.0,3528.0,2022,
1,140,1400938,9695.0,493.0,650.0,219.0,1162.0,3738.0,1089.0,1063.0,1281.0,4649.0,3404.0,2022,
1,140,1400939,6003.0,358.0,407.0,117.0,774.0,2237.0,666.0,660.0,784.0,2933.0,2317.0,2022,
1,140,1400940,6882.0,478.0,522.0,119.0,588.0,1822.0,786.0,983.0,1584.0,3637.0,1258.0,2022,
1,140,1400941,3898.0,220.0,217.0,59.0,383.0,965.0,374.0,486.0,1194.0,2040.0,1083.0,2022,
1,140,1400942,8746.0,452.0,532.0,180.0,1292.0,3461.0,972.0,949.0,908.0,4259.0,3361.0,2022,
1,140,1401043,7768.0,436.0,633.0,245.0,1207.0,2522.0,908.0,867.0,950.0,3714.0,3302.0,2022,
1,140,1401044,10274.0,643.0,881.0,285.0,1350.0,3900.0,1205.0,992.0,1018.0,4862.0,4655.0,2022,
1,140,1401045,5682.0,373.0,536.0,161.0,831.0,2101.0,674.0,547.0,459.0,2617.0,2599.0,2022,
1,140,1401046,8933.0,511.0,502.0,162.0,1278.0,3789.0,928.0,930.0,833.0,4202.0,2992.0,2022,
1,140,1401047,8054.0,457.0,551.0,193.0,1486.0,3349.0,821.0,636.0,561.0,3732.0,4120.0,2022,
1,140,1401048,9488.0,473.0,619.0,192.0,1559.0,3682.0,1066.0,999.0,898.0,4477.0,3846.0,2022,
1,140,1401049,6787.0,365.0,474.0,157.0,790.0,2168.0,753.0,872.0,1208.0,3354.0,2899.0,2022,
2,210,2100101,6923.0,398.0,602.0,186.0,924.0,2549.0,883.0,699.0,682.0,3288.0,3255.0,2022,
2,210,2100102,8816.0,542.0,842.0,322.0,1276.0,2655.0,1116.0,976.0,1087.0,4375.0,3261.0,2022,
2,210,2100103,5521.0,360.0,532.0,183.0,657.0,1795.0,687.0,657.0,650.0,2800.0,1804.0,2022,
2,210,2100104,5723.0,376.0,506.0,195.0,742.0,1710.0,822.0,709.0,663.0,2836.0,2180.0,2022,
2,210,2100105,9512.0,516.0,872.0,293.0,1173.0,2961.0,1283.0,1111.0,1303.0,4754.0,3420.0,2022,
2,210,2100106,4962.0,233.0,461.0,205.0,569.0,1474.0,675.0,674.0,671.0,2445.0,1612.0,2022,
2,220,2200207,2406.0,208.0,246.0,35.0,159.0,921.0,272.0,207.0,358.0,1203.0,631.0,2022,
2,220,2200208,5845.0,298.0,458.0,150.0,637.0,1920.0,802.0,817.0,763.0,2883.0,1696.0,2022,
2,220,2200209,10908.0,612.0,864.0,243.0,939.0,4014.0,1559.0,1413.0,1264.0,5385.0,2808.0,2022,
2,220,2200210,12221.0,662.0,842.0,248.0,1156.0,4555.0,1653.0,1702.0,1403.0,5963.0,3418.0,2022,
2,220,2200211,14783.0,770.0,897.0,322.0,1615.0,4888.0,2109.0,2345.0,1837.0,7403.0,3844.0,2022,
2,220,2200212,8510.0,525.0,744.0,216.0,843.0,2937.0,1205.0,1115.0,925.0,4241.0,2306.0,2022,
2,220,2200213,10173.0,524.0,687.0,195.0,964.0,3922.0,1390.0,1307.0,1184.0,5141.0,3036.0,2022,
2,230,2300314,7376.0,337.0,509.0,178.0,745.0,2430.0,1160.0,1074.0,943.0,3477.0,2676.0,2022,
2,230,2300315,8484.0,442.0,625.0,238.0,948.0,2851.0,1271.0,1200.0,909.0,4100.0,2931.0,2022,
2,230,2300316,4220.0,182.0,322.0,98.0,386.0,1465.0,628.0,576.0,563.0,2050.0,1286.0,2022,
2,230,2300417,8171.0,383.0,627.0,195.0,783.0,3099.0,1276.0,935.0,873.0,3907.0,2760.0,2022,
2,230,2300418,7755.0,387.0,520.0,150.0,734.0,2947.0,1217.0,983.0,817.0,3764.0,2420.0,2022,
2,230,2300419,10610.0,534.0,663.0,204.0,1085.0,4273.0,1553.0,1305.0,993.0,5073.0,3562.0,2022,
2,240,2400520,5856.0,327.0,414.0,142.0,453.0,1550.0,599.0,738.0,1633.0,3041.0,1404.0,2022,
2,240,2400521,8278.0,520.0,593.0,144.0,749.0,3287.0,899.0,836.0,1250.0,4216.0,2100.0,2022,
2,240,2400522,11375.0,736.0,808.0,189.0,995.0,4850.0,1480.0,989.0,1328.0,5693.0,2390.0,2022,
2,240,2400623,13602.0,891.0,914.0,258.0,1572.0,4863.0,1324.0,1271.0,2509.0,6846.0,4532.0,2022,
2,240,2400624,11907.0,592.0,697.0,211.0,1587.0,4835.0,1567.0,1172.0,1246.0,5637.0,3455.0,2022,
2,240,2400625,1114.0,40.0,40.0,32.0,125.0,738.0,54.0,60.0,25.0,506.0,643.0,2022,
2,250,2500726,9345.0,537.0,633.0,115.0,927.0,4736.0,1148.0,712.0,537.0,4421.0,2618.0,2022,
2,250,2500727,6642.0,398.0,466.0,120.0,580.0,3158.0,860.0,549.0,511.0,3224.0,1819.0,2022,
2,250,2500728,10138.0,641.0,733.0,207.0,861.0,5020.0,1525.0,760.0,391.0,4991.0,2584.0,2022,
2,250,2500729,5520.0,370.0,448.0,108.0,466.0,2645.0,728.0,430.0,325.0,2685.0,1345.0,2022,
2,250,2500830,4047.0,217.0,261.0,54.0,413.0,2007.0,547.0,294.0,254.0,1960.0,1252.0,2022,
2,250,2500831,7970.0,462.0,560.0,119.0,743.0,3971.0,1045.0,646.0,424.0,3823.0,2386.0,2022,
2,250,2500832,9569.0,695.0,642.0,174.0,976.0,5072.0,1106.0,572.0,332.0,4513.0,3158.0,2022,
2,250,2500833,10280.0,583.0,526.0,124.0,1003.0,5610.0,1350.0,704.0,380.0,4915.0,3130.0,2022,
2,250,2500834,11466.0,730.0,867.0,197.0,1123.0,5563.0,1674.0,816.0,496.0,5449.0,2942.0,2022,
2,250,2500835,8211.0,492.0,503.0,111.0,879.0,4208.0,892.0,582.0,544.0,3809.0,2627.0,2022,
2,250,2500836,4992.0,490.0,511.0,118.0,263.0,1783.0,758.0,511.0,558.0,2498.0,653.0,2022,
3,310,3100101,4697.0,363.0,462.0,89.0,367.0,1409.0,627.0,628.0,752.0,2225.0,588.0,2022,
3,310,3100102,3335.0,221.0,262.0,72.0,294.0,933.0,346.0,401.0,806.0,1678.0,837.0,2022,
3,310,3100103,9671.0,672.0,984.0,272.0,992.0,2378.0,962.0,1079.0,2332.0,5019.0,2080.0,2022,
3,320,3200204,2403.0,116.0,230.0,60.0,245.0,455.0,323.0,407.0,567.0,1086.0,421.0,2022,
3,320,3200205,8800.0,469.0,837.0,250.0,879.0,1953.0,1349.0,1392.0,1671.0,4623.0,983.0,2022,
3,320,3200206,6735.0,433.0,718.0,208.0,699.0,1675.0,1032.0,883.0,1087.0,3500.0,1126.0,2022,
3,320,3200207,11448.0,672.0,1219.0,357.0,833.0,2852.0,1780.0,1721.0,2014.0,5868.0,1335.0,2022,
3,320,3200308,5283.0,296.0,555.0,161.0,391.0,1163.0,790.0,975.0,952.0,2681.0,421.0,2022,
3,320,3200309,5386.0,335.0,571.0,164.0,366.0,1229.0,771.0,913.0,1037.0,2671.0,585.0,2022,
3,320,3200310,8056.0,495.0,821.0,280.0,614.0,1965.0,1104.0,1263.0,1514.0,4188.0,656.0,2022,
3,330,3300411,11765.0,931.0,1428.0,373.0,1023.0,3181.0,1433.0,1518.0,1878.0,6139.0,1825.0,2022,
3,330,3300412,5247.0,274.0,440.0,127.0,349.0,958.0,702.0,1041.0,1356.0,2674.0,324.0,2022,
3,330,3300413,3140.0,169.0,322.0,116.0,199.0,569.0,469.0,609.0,687.0,1565.0,140.0,2022,
3,330,3300514,6964.0,340.0,748.0,214.0,404.0,1247.0,1005.0,1329.0,1677.0,3549.0,452.0,2022,
3,330,3300515,50.0,3.0,6.0,3.0,3.0,10.0,0.0,12.0,13.0,19.0,0.0,2022,
3,330,3300516,8446.0,521.0,758.0,218.0,773.0,2159.0,1040.0,1368.0,1609.0,4127.0,1637.0,2022,
3,330,3300517,1114.0,39.0,79.0,29.0,59.0,160.0,148.0,230.0,370.0,544.0,43.0,2022,
3,340,3400618,4809.0,245.0,504.0,198.0,413.0,1008.0,767.0,891.0,783.0,2435.0,409.0,2022,
3,340,3400619,10593.0,594.0,874.0,253.0,936.0,2431.0,1441.0,1693.0,2371.0,5537.0,1246.0,2022,
3,340,3400620,3517.0,173.0,355.0,145.0,256.0,689.0,577.0,539.0,783.0,1819.0,397.0,2022,
3,340,3400721,11782.0,782.0,1399.0,414.0,962.0,3656.0,2078.0,1257.0,1234.0,6107.0,1619.0,2022,
3,340,3400722,3622.0,207.0,357.0,132.0,262.0,764.0,597.0,514.0,789.0,2006.0,328.0,2022,
3,340,3400723,7146.0,527.0,773.0,191.0,604.0,2533.0,977.0,709.0,832.0,3622.0,1126.0,2022,
3,340,3400724,7691.0,485.0,720.0,197.0,657.0,1952.0,1079.0,1040.0,1561.0,4178.0,737.0,2022,
3,340,3400725,7511.0,448.0,692.0,166.0,550.0,1738.0,871.0,1097.0,1949.0,4063.0,659.0,2022,
3,340,3400826,6998.0,448.0,688.0,159.0,573.0,2142.0,917.0,858.0,1213.0,3686.0,1229.0,2022,
3,340,3400827,9683.0,535.0,788.0,227.0,751.0,3481.0,1454.0,1136.0,1311.0,4967.0,1676.0,2022,
3,340,3400828,4903.0,281.0,315.0,106.0,412.0,1833.0,584.0,558.0,814.0,2491.0,981.0,2022,
3,340,3400829,6000.0,307.0,544.0,141.0,697.0,1693.0,759.0,695.0,1164.0,3153.0,1020.0,2022,
3,340,3400830,9313.0,521.0,713.0,199.0,784.0,2992.0,1441.0,1244.0,1419.0,4933.0,1090.0,2022,
3,340,3400831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,
3,350,3500932,6349.0,471.0,516.0,176.0,596.0,1930.0,712.0,836.0,1112.0,3269.0,1515.0,2022,
3,350,3500933,7667.0,396.0,662.0,212.0,603.0,2320.0,1037.0,969.0,1468.0,3984.0,1045.0,2022,
3,350,3500934,10321.0,711.0,885.0,206.0,849.0,4176.0,1454.0,1080.0,960.0,5015.0,2148.0,2022,
3,350,3500935,6621.0,466.0,633.0,212.0,644.0,2437.0,976.0,717.0,536.0,3301.0,1298.0,2022,
3,350,3500936,10008.0,635.0,1094.0,330.0,865.0,3102.0,1540.0,1234.0,1208.0,5162.0,1635.0,2022,
3,350,3501037,8527.0,481.0,588.0,158.0,760.0,2593.0,982.0,1075.0,1890.0,4388.0,1355.0,2022,
3,350,3501038,7360.0,405.0,681.0,172.0,505.0,1826.0,877.0,1158.0,1736.0,3900.0,944.0,2022,
3,360,3601139,3792.0,238.0,244.0,71.0,370.0,1594.0,514.0,376.0,385.0,1870.0,968.0,2022,
3,360,3601140,6025.0,348.0,473.0,135.0,507.0,2661.0,1039.0,509.0,353.0,2914.0,1425.0,2022,
3,360,3601141,6722.0,408.0,544.0,138.0,676.0,2827.0,1057.0,561.0,511.0,3383.0,1754.0,2022,
3,360,3601142,10967.0,603.0,933.0,281.0,948.0,4592.0,2003.0,1019.0,588.0,5445.0,2896.0,2022,
3,360,3601243,6943.0,376.0,445.0,109.0,638.0,2935.0,1100.0,680.0,660.0,3480.0,1419.0,2022,
3,360,3601244,7624.0,384.0,534.0,141.0,685.0,2961.0,1232.0,807.0,880.0,3992.0,1462.0,2022,
3,360,3601245,13038.0,693.0,686.0,231.0,1213.0,5341.0,1628.0,1432.0,1814.0,6693.0,2743.0,2022,
3,360,3601346,6000.0,353.0,533.0,174.0,585.0,2243.0,1194.0,626.0,292.0,2957.0,1633.0,2022,
3,360,3601347,9431.0,549.0,886.0,273.0,825.0,3432.0,1966.0,1084.0,416.0,4674.0,2084.0,2022,
3,360,3601348,7561.0,438.0,650.0,164.0,620.0,3067.0,1436.0,825.0,361.0,3850.0,1798.0,2022,
3,360,3601449,9939.0,402.0,586.0,180.0,733.0,2200.0,975.0,1237.0,3626.0,5363.0,1398.0,2022,
3,360,3601450,4345.0,363.0,504.0,126.0,510.0,1183.0,437.0,440.0,782.0,2134.0,1843.0,2022,
3,360,3601451,6408.0,346.0,503.0,111.0,554.0,2702.0,942.0,645.0,605.0,3219.0,1543.0,2022,
3,360,3601452,4722.0,295.0,316.0,81.0,445.0,2047.0,583.0,472.0,483.0,2378.0,1381.0,2022,
3,360,3601453,3061.0,241.0,504.0,146.0,187.0,978.0,580.0,187.0,238.0,1539.0,595.0,2022,
3,370,3701554,11507.0,655.0,1011.0,324.0,1147.0,4297.0,2150.0,1333.0,590.0,5650.0,3145.0,2022,
3,370,3701555,7288.0,426.0,596.0,182.0,642.0,2699.0,1343.0,911.0,489.0,3662.0,1687.0,2022,
3,370,3701556,8711.0,648.0,788.0,237.0,708.0,3219.0,1455.0,1008.0,648.0,4290.0,2486.0,2022,
3,370,3701657,3170.0,174.0,280.0,65.0,268.0,952.0,394.0,390.0,647.0,1603.0,708.0,2022,
3,370,3701658,8445.0,466.0,757.0,249.0,767.0,3278.0,1538.0,909.0,481.0,4255.0,2002.0,2022,
3,370,3701659,9204.0,575.0,822.0,240.0,806.0,3370.0,1642.0,956.0,793.0,4670.0,2210.0,2022,
3,370,3701660,12904.0,755.0,1231.0,449.0,1121.0,4296.0,2443.0,1562.0,1047.0,6564.0,2496.0,2022,
4,410,4100101,11546.0,632.0,819.0,276.0,1248.0,3057.0,1509.0,1539.0,2466.0,5765.0,3719.0,2022,
4,410,4100102,7804.0,502.0,820.0,232.0,745.0,1849.0,971.0,1033.0,1652.0,4137.0,2257.0,2022,
4,420,4200203,1528.0,61.0,142.0,73.0,162.0,274.0,177.0,244.0,395.0,795.0,289.0,2022,
4,420,4200204,3096.0,177.0,201.0,60.0,209.0,654.0,275.0,346.0,1174.0,1665.0,852.0,2022,
4,420,4200205,2543.0,79.0,199.0,76.0,230.0,489.0,378.0,448.0,644.0,1331.0,525.0,2022,
4,420,4200206,2904.0,113.0,291.0,105.0,250.0,453.0,399.0,507.0,786.0,1485.0,439.0,2022,
4,420,4200207,2958.0,90.0,268.0,87.0,596.0,528.0,314.0,386.0,689.0,1493.0,757.0,2022,
4,420,4200308,6174.0,262.0,427.0,135.0,681.0,1369.0,717.0,864.0,1719.0,3210.0,1437.0,2022,
4,420,4200309,6843.0,296.0,435.0,129.0,644.0,1541.0,809.0,979.0,2010.0,3651.0,1034.0,2022,
4,420,4200310,7685.0,353.0,555.0,195.0,704.0,1643.0,953.0,1038.0,2244.0,4082.0,1597.0,2022,
4,420,4200311,7320.0,326.0,459.0,127.0,886.0,2097.0,801.0,1071.0,1553.0,3767.0,1855.0,2022,
4,430,4300412,4442.0,305.0,252.0,67.0,502.0,1689.0,382.0,407.0,838.0,2224.0,1974.0,2022,
4,430,4300413,10010.0,543.0,801.0,272.0,1120.0,2710.0,1336.0,1443.0,1785.0,5260.0,2490.0,2022,
4,430,4300414,10664.0,506.0,711.0,205.0,1098.0,3083.0,1354.0,1544.0,2163.0,5580.0,2532.0,2022,
4,430,4300415,6358.0,285.0,379.0,129.0,576.0,1631.0,716.0,889.0,1753.0,3415.0,1449.0,2022,
4,430,4300416,11868.0,582.0,725.0,242.0,1322.0,3486.0,1417.0,1760.0,2334.0,6063.0,2997.0,2022,
4,430,4300517,9476.0,425.0,531.0,183.0,1099.0,3080.0,1172.0,1400.0,1586.0,4794.0,2815.0,2022,
4,430,4300518,5800.0,292.0,379.0,112.0,625.0,2027.0,677.0,775.0,913.0,2916.0,1556.0,2022,
4,430,4300619,8798.0,412.0,525.0,174.0,865.0,2557.0,1090.0,1194.0,1981.0,4590.0,2456.0,2022,
4,430,4300620,3631.0,205.0,209.0,65.0,468.0,1451.0,410.0,439.0,384.0,1716.0,1402.0,2022,
4,430,4300621,10599.0,550.0,649.0,203.0,1083.0,3186.0,1288.0,1405.0,2235.0,5475.0,3013.0,2022,
4,430,4300622,5238.0,321.0,331.0,95.0,561.0,1762.0,604.0,615.0,949.0,2747.0,1745.0,2022,
4,430,4300623,12147.0,577.0,712.0,241.0,1550.0,3873.0,1475.0,1537.0,2182.0,5984.0,4357.0,2022,
4,430,4300624,9224.0,419.0,463.0,174.0,1053.0,2692.0,1121.0,1363.0,1939.0,4690.0,2571.0,2022,
4,440,4400725,98.0,3.0,0.0,0.0,3.0,58.0,17.0,10.0,7.0,38.0,60.0,2022,
4,440,4400726,5449.0,289.0,513.0,159.0,422.0,1064.0,736.0,715.0,1551.0,2870.0,1368.0,2022,
4,440,4400727,8276.0,396.0,543.0,145.0,797.0,2111.0,1060.0,1235.0,1989.0,4402.0,1960.0,2022,
4,440,4400728,3216.0,184.0,275.0,74.0,223.0,582.0,453.0,475.0,950.0,1692.0,671.0,2022,
4,440,4400729,2854.0,162.0,246.0,82.0,202.0,460.0,347.0,403.0,952.0,1540.0,625.0,2022,
4,440,4400830,8273.0,561.0,773.0,204.0,660.0,2293.0,927.0,948.0,1907.0,4394.0,2381.0,2022,
4,440,4400831,1541.0,56.0,113.0,41.0,142.0,209.0,221.0,215.0,544.0,824.0,238.0,2022,
4,440,4400832,6891.0,280.0,507.0,164.0,559.0,1267.0,940.0,1065.0,2109.0,3799.0,966.0,2022,
4,440,4400833,4088.0,187.0,272.0,82.0,243.0,832.0,458.0,566.0,1448.0,2182.0,821.0,2022,
4,440,4400834,3490.0,155.0,243.0,63.0,279.0,778.0,421.0,562.0,989.0,1843.0,618.0,2022,
4,440,4400835,10292.0,471.0,693.0,235.0,932.0,2228.0,1299.0,1684.0,2750.0,5586.0,1613.0,2022,
4,450,4500936,5517.0,269.0,354.0,130.0,530.0,1413.0,710.0,780.0,1331.0,2842.0,1423.0,2022,
