bez_id,bez_name,pgr_id,pgr_name,plr_id,plr_name,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
1,Mitte,101,Zentrum,1011101,Stülerstraße,3114.0,127.0,107.0,31.0,454.0,941.0,344.0,398.0,712.0,1501.0,1207.0
1,Mitte,101,Zentrum,1011102,Großer Tiergarten,192.0,7.0,3.0,,31.0,39.0,42.0,37.0,33.0,77.0,52.0
1,Mitte,101,Zentrum,1011103,Lützowstraße,5518.0,273.0,394.0,137.0,722.0,1590.0,733.0,769.0,900.0,2467.0,2148.0
1,Mitte,101,Zentrum,1011104,Körnerstraße,4704.0,285.0,388.0,175.0,893.0,1605.0,643.0,387.0,328.0,2135.0,1800.0
1,Mitte,101,Zentrum,1011105,Nördlicher Landwehrkanal,1135.0,74.0,67.0,21.0,92.0,316.0,222.0,174.0,169.0,529.0,458.0
1,Mitte,101,Zentrum,1011201,Wilhelmstraße,2190.0,82.0,145.0,52.0,267.0,578.0,333.0,336.0,397.0,1039.0,772.0
1,Mitte,101,Zentrum,1011202,Unter den Linden Nord,608.0,39.0,36.0,12.0,37.0,206.0,116.0,85.0,77.0,270.0,221.0
1,Mitte,101,Zentrum,1011203,Unter den Linden Süd,1004.0,45.0,42.0,19.0,96.0,319.0,204.0,116.0,163.0,492.0,375.0
1,Mitte,101,Zentrum,1011204,Leipziger Straße,7463.0,367.0,378.0,111.0,712.0,2375.0,1074.0,888.0,1558.0,3691.0,2176.0
1,Mitte,101,Zentrum,1011301,Charitéviertel,6431.0,440.0,331.0,61.0,652.0,2840.0,962.0,573.0,572.0,3083.0,1815.0
1,Mitte,101,Zentrum,1011302,Oranienburger Straße,12535.0,697.0,1003.0,257.0,1191.0,5006.0,2365.0,1062.0,954.0,6078.0,3246.0
1,Mitte,101,Zentrum,1011303,Alexanderplatzviertel,9536.0,419.0,391.0,236.0,1257.0,3586.0,1214.0,922.0,1511.0,4449.0,3079.0
1,Mitte,101,Zentrum,1011304,Karl-Marx-Allee,8607.0,428.0,470.0,170.0,812.0,2091.0,966.0,962.0,2708.0,4591.0,1924.0
1,Mitte,101,Zentrum,1011305,Heine-Viertel West,7617.0,389.0,355.0,94.0,679.0,2345.0,1051.0,767.0,1937.0,3758.0,1739.0
1,Mitte,101,Zentrum,1011306,Heine-Viertel Ost,9530.0,558.0,425.0,130.0,1277.0,3174.0,1408.0,1057.0,1501.0,4620.0,2549.0
1,Mitte,101,Zentrum,1011401,Invalidenstraße,16331.0,1163.0,1257.0,278.0,1592.0,7246.0,2671.0,1159.0,965.0,8038.0,4544.0
1,Mitte,101,Zentrum,1011402,Arkonaplatz,13341.0,1031.0,1017.0,162.0,1098.0,6349.0,2139.0,772.0,773.0,6637.0,3379.0
1,Mitte,102,Moabit,1022101,Huttenkiez,3522.0,218.0,181.0,68.0,681.0,1274.0,469.0,336.0,295.0,1588.0,1256.0
1,Mitte,102,Moabit,1022102,Beusselkiez,6374.0,363.0,402.0,129.0,1111.0,2324.0,840.0,617.0,588.0,2911.0,2553.0
1,Mitte,102,Moabit,1022103,Westhafen,258.0,13.0,57.0,4.0,16.0,93.0,45.0,14.0,16.0,119.0,132.0
1,Mitte,102,Moabit,1022104,Emdener Straße,18377.0,964.0,1106.0,373.0,2855.0,6483.0,2511.0,2072.0,2013.0,8657.0,5678.0
1,Mitte,102,Moabit,1022105,Zwinglistraße,5299.0,308.0,375.0,137.0,896.0,1831.0,681.0,527.0,544.0,2512.0,1931.0
