bez_id,pgr_id,plr_id,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
03,0320,03200309,5286.0,332,561,157,365,1197,783,892,999,2619,476
03,0320,03200310,8018.0,541,797,270,579,1979,1082,1285,1485,4140,560
03,0330,03300411,11592.0,991,1335,370,957,3189,1428,1472,1850,6042,1564
03,0330,03300412,5137.0,269,415,120,299,958,712,1021,1343,2618,196
03,0330,03300413,3092.0,139,327,93,201,546,482,606,698,1543,113
03,0330,03300514,6860.0,337,682,204,405,1222,1028,1324,1658,3492,312
03,0330,03300515,50.0,3,6,,3,13,,16,9,22,
03,0330,03300516,7982.0,462,697,197,698,1900,1113,1335,1580,3861,1217
03,0330,03300517,1118.0,37,92,28,42,173,154,228,364,551,18
03,0340,03400618,4854.0,308,500,173,433,1038,794,840,768,2445,368
03,0340,03400619,10371.0,569,857,279,838,2393,1502,1612,2321,5388,1059
03,0340,03400620,3545.0,164,381,120,281,671,613,529,786,1830,346
03,0340,03400721,11607.0,842,1414,365,888,3664,2035,1173,1226,6004,1383
03,0340,03400722,3610.0,202,392,146,235,719,612,490,814,1992,280
03,0340,03400723,7067.0,566,734,165,567,2593,942,683,817,3600,971
03,0340,03400724,7584.0,479,688,167,647,1929,1077,1006,1591,4128,614
03,0340,03400725,7416.0,431,683,143,531,1710,884,1037,1997,4043,574
