bez_id,pgr_id,plr_id,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
02,0240,02400623,13618.0,801,972,249,1585,4875,1350,1311,2475,6847,4579
02,0240,02400624,11917.0,538,664,219,1630,4796,1596,1209,1265,5594,3583
02,0240,02400625,1289.0,68,60,21,133,835,74,57,41,594,757
02,0250,02500726,9236.0,519,623,126,873,4587,1242,735,531,4365,2636
02,0250,02500727,6642.0,357,472,116,564,3096,904,588,545,3247,1838
02,0250,02500728,10110.0,571,707,223,924,4913,1550,797,425,4998,2631
02,0250,02500729,5448.0,328,465,95,481,2527,761,463,328,2633,1340
02,0250,02500830,4106.0,224,260,62,392,2021,578,330,239,1951,1343
02,0250,02500831,7905.0,390,554,165,786,3856,1051,652,451,3793,2411
02,0250,02500832,9551.0,670,634,176,940,5042,1123,591,375,4493,3229
02,0250,02500833,10303.0,556,554,120,1005,5529,1408,755,376,4942,3239
02,0250,02500834,11444.0,661,849,212,1157,5427,1711,923,504,5443,2926
02,0250,02500835,8730.0,487,587,140,982,4382,1014,576,562,4005,3113
02,0250,02500836,4998.0,416,545,127,270,1741,758,536,605,2511,660
03,0310,03100101,4641.0,341,469,108,330,1341,657,625,770,2203,592
03,0310,03100102,3407.0,219,263,72,341,969,345,396,802,1677,942
03,0310,03100103,9683.0,613,954,281,1059,2405,964,1083,2324,4976,2217
03,0320,03200204,2455.0,116,226,76,274,472,303,426,562,1095,465
03,0320,03200205,8931.0,454,831,263,955,1943,1332,1424,1729,4703,1137
03,0320,03200206,6827.0,403,737,208,743,1675,1009,960,1092,3548,1242
03,0320,03200207,11581.0,611,1237,333,952,2893,1744,1760,2051,5930,1543
03,0320,03200308,5305.0,274,558,181,372,1172,787,966,995,2690,424
03,0320,03200309,5455.0,338,580,172,363,1223,763,953,1063,2734,623
03,0320,03200310,8116.0,497,802,277,645,1962,1089,1309,1535,4208,747
03,0330,03300411,11827.0,898,1479,396,1038,3156,1414,1560,1886,6137,2020
03,0330,03300412,5229.0,259,446,127,351,940,701,1010,1395,2653,317
03,0330,03300413,3140.0,156,340,106,209,551,458,615,705,1571,139
03,0330,03300514,6892.0,295,728,230,417,1203,964,1335,1720,3506,480
03,0330,03300515,52.0,3,6,3,9,10,,,21,28,6
03,0330,03300516,8859.0,568,809,230,803,2387,1059,1361,1642,4316,1995
03,0330,03300517,1100.0,36,86,33,60,141,165,219,360,547,37
03,0340,03400618,4794.0,253,497,184,407,1028,731,890,804,2429,432
03,0340,03400619,10607.0,578,852,286,918,2450,1401,1717,2405,5509,1317
03,0340,03400620,3545.0,165,341,155,323,642,565,551,803,1836,421
03,0340,03400721,11927.0,750,1356,422,1026,3680,2034,1369,1290,6179,1787
03,0340,03400722,3902.0,213,364,128,363,911,590,550,783,2145,589
03,0340,03400723,7336.0,504,803,210,652,2574,991,773,829,3734,1235
03,0340,03400724,8210.0,515,764,256,768,2213,1111,1050,1533,4425,1024
03,0340,03400725,7523.0,396,725,197,536,1735,893,1149,1892,4087,696
03,0340,03400826,7143.0,403,661,192,670,2183,944,889,1201,3709,1317
03,0340,03400827,9651.0,479,788,246,812,3412,1422,1201,1291,4951,1752
03,0340,03400828,4852.0,281,308,94,410,1761,625,543,830,2452,1010
03,0340,03400829,6071.0,304,526,168,740,1727,726,731,1149,3222,1096
03,0340,03400830,9336.0,510,738,214,803,2952,1412,1308,1399,4899,1222
03,0340,03400831,,,,,,,,,,,
03,0350,03500932,6586.0,454,558,161,731,2022,724,834,1102,3306,1756
03,0350,03500933,7584.0,359,624,237,630,2251,1036,994,1453,3943,1106
03,0350,03500934,10294.0,672,899,223,863,4091,1455,1110,981,5037,2274
03,0350,03500935,6779.0,427,662,196,734,2439,1013,724,584,3360,1446
03,0350,03500936,9961.0,577,1064,360,885,3053,1541,1293,1188,5182,1681
03,0350,03501037,8508.0,449,599,174,756,2536,1040,1089,1865,4332,1436
03,0350,03501038,7251.0,355,653,207,520,1782,809,1181,1744,3869,963
03,0360,03601139,3824.0,226,271,61,402,1588,526,373,377,1904,1013
03,0360,03601140,5957.0,324,455,162,495,2582,1041,527,371,2888,1452
03,0360,03601141,6842.0,381,531,171,702,2827,1069,646,515,3450,1879
03,0360,03601142,10920.0,528,905,267,984,4562,1946,1121,607,5473,2969
03,0360,03601243,6917.0,374,443,112,619,2872,1097,716,684,3515,1456
03,0360,03601244,7629.0,352,528,151,651,2965,1257,859,866,3987,1523
03,0360,03601245,13507.0,664,758,248,1311,5572,1683,1477,1794,6932,3197
03,0360,03601346,5931.0,301,512,170,585,2168,1191,703,301,2899,1627
03,0360,03601347,9495.0,521,859,282,884,3355,1961,1193,440,4723,2137
03,0360,03601348,7523.0,369,635,180,710,2962,1420,864,383,3848,1826
03,0360,03601449,9934.0,375,591,183,783,2213,962,1251,3576,5358,1491
03,0360,03601450,5091.0,423,571,147,794,1453,474,481,748,2309,2659
03,0360,03601451,6437.0,361,485,112,543,2668,967,710,591,3218,1593
03,0360,03601452,4713.0,282,329,94,435,2061,556,468,488,2381,1431
03,0360,03601453,3279.0,222,487,145,375,994,597,214,245,1658,707
03,0370,03701554,11421.0,639,963,325,1150,4152,2146,1414,632,5620,3162
03,0370,03701555,7298.0,386,599,202,679,2640,1269,1013,510,3656,1749
03,0370,03701556,8577.0,561,775,237,759,3093,1427,1066,659,4236,2470
03,0370,03701657,3209.0,144,298,60,273,1033,387,367,647,1631,758
03,0370,03701658,8254.0,374,756,253,782,3116,1512,976,485,4173,2000
03,0370,03701659,9425.0,527,820,241,866,3479,1614,1062,816,4738,2406
03,0370,03701660,12764.0,663,1128,461,1183,4154,2410,1701,1064,6507,2466
04,0410,04100101,11608.0,586,828,288,1255,3145,1479,1566,2461,5756,3867
04,0410,04100102,7812.0,484,800,277,737,1847,980,1052,1635,4144,2335
04,0420,04200203,1482.0,57,132,59,175,259,172,232,396,775,246
04,0420,04200204,3147.0,149,199,70,271,732,252,338,1136,1689,919
04,0420,04200205,2493.0,72,188,104,226,435,370,442,656,1282,524
04,0420,04200206,2874.0,129,274,112,252,435,365,518,789,1476,450
04,0420,04200207,2998.0,97,251,91,592,555,303,418,691,1514,780
04,0420,04200308,6193.0,267,448,124,708,1381,667,862,1736,3219,1464
04,0420,04200309,6829.0,291,431,145,621,1597,788,997,1959,3641,1073
04,0420,04200310,7576.0,312,544,185,719,1610,915,1067,2224,4024,1589
04,0420,04200311,7422.0,315,438,152,914,2159,784,1082,1578,3785,1911
04,0430,04300412,4499.0,297,251,58,483,1734,431,393,852,2274,2006
04,0430,04300413,10005.0,510,841,267,1113,2754,1290,1397,1833,5242,2505
04,0430,04300414,10554.0,527,674,218,1087,3007,1289,1524,2228,5520,2490
04,0430,04300415,6311.0,282,345,125,547,1653,671,912,1776,3371,1476
04,0430,04300416,11791.0,599,721,252,1277,3458,1385,1776,2323,6050,3026
04,0430,04300517,9556.0,428,541,194,1130,3118,1145,1365,1635,4797,2958
04,0430,04300518,6039.0,325,401,122,704,2064,689,779,955,3015,1838
04,0430,04300619,9014.0,411,539,182,967,2720,1023,1240,1932,4689,2613
04,0430,04300620,4066.0,258,245,71,554,1659,422,423,434,1955,1645
04,0430,04300621,10743.0,540,669,211,1103,3262,1281,1409,2268,5532,3101
04,0430,04300622,5281.0,306,350,108,573,1774,622,634,914,2784,1808
04,0430,04300623,12148.0,567,712,254,1513,3929,1441,1527,2205,6012,4425
04,0430,04300624,9404.0,455,467,169,1077,2810,1113,1332,1981,4720,2780
04,0440,04400725,74.0,4,,3,7,25,9,14,12,36,41
04,0440,04400726,5404.0,270,497,161,433,1046,710,729,1558,2839,1322
04,0440,04400727,8377.0,409,561,188,812,2148,1012,1228,2019,4430,2082
04,0440,04400728,3232.0,156,282,90,245,574,438,465,982,1679,680
04,0440,04400729,2831.0,168,228,60,203,503,338,417,914,1524,615
04,0440,04400830,8408.0,581,758,203,688,2349,903,986,1940,4483,2453
04,0440,04400831,1529.0,55,127,46,128,223,198,238,514,812,234
04,0440,04400832,6999.0,252,482,167,633,1346,896,1116,2107,3831,1061
04,0440,04400833,3957.0,155,264,74,255,812,428,563,1406,2111,778
04,0440,04400834,3443.0,130,233,64,278,796,384,562,996,1792,612
04,0440,04400835,10235.0,455,680,252,919,2226,1247,1688,2768,5579,1577
04,0450,04500936,5643.0,255,407,146,529,1473,687,818,1328,2926,1551
04,0450,04500937,7609.0,292,444,139,673,2105,939,1134,1883,3917,2027
04,0450,04500938,8372.0,408,542,149,787,2454,973,1172,1887,4296,2418
04,0450,04500939,6782.0,343,458,146,764,1957,791,943,1380,3517,1968
04,0450,04501040,5868.0,252,356,125,513,1600,705,948,1369,3045,1517
04,0450,04501041,5368.0,222,326,105,507,1290,733,887,1298,2773,1493
04,0450,04501042,3742.0,181,278,87,363,1095,457,485,796,1862,1440
04,0450,04501043,11022.0,511,701,237,1036,2970,1310,1584,2673,5765,3117
04,0450,04501044,5354.0,228,351,128,511,1421,562,759,1394,2845,1458
04,0450,04501045,9329.0,379,552,159,903,2531,1189,1367,2249,4718,2986
04,0450,04501146,4818.0,302,360,101,548,1473,533,625,876,2419,1447
04,0450,04501147,5495.0,254,358,138,600,1596,712,830,1007,2784,1339
04,0450,04501148,4510.0,250,389,104,476,1302,529,615,845,2312,1294
04,0450,04501149,10014.0,496,702,245,970,2633,1202,1413,2353,5273,2603
04,0450,04501150,3054.0,137,172,54,262,830,317,417,865,1623,747
04,0450,04501151,7475.0,326,554,204,779,2063,938,1069,1542,3878,1511
04,0450,04501152,6845.0,249,406,155,653,1777,876,961,1768,3424,1836
04,0450,04501153,7447.0,359,527,189,765,2309,873,983,1442,3655,2035
05,0510,05100101,4476.0,305,449,96,365,1053,505,635,1068,2379,558
05,0510,05100102,4367.0,220,301,99,378,956,427,688,1298,2322,765
05,0510,05100103,6142.0,571,590,125,565,2071,667,656,897,3092,1990
05,0510,05100104,6547.0,519,672,190,716,1998,635,623,1194,3367,2076
05,0510,05100105,7681.0,365,521,184,727,1699,855,1337,1993,3933,860
05,0510,05100206,3625.0,181,433,154,383,699,372,480,923,1929,985
05,0510,05100207,2308.0,121,150,54,233,484,261,494,511,1198,266
05,0510,05100208,11001.0,733,1172,355,1030,2659,1230,1385,2437,5659,3369
05,0510,05100209,11817.0,738,1259,425,1203,2834,1389,1548,2421,6120,3343
05,0510,05100210,7836.0,427,645,175,797,2353,907,1153,1379,3978,2277
05,0510,05100211,6205.0,295,489,168,585,1289,791,986,1602,3152,1240
05,0510,05100312,4119.0,225,357,103,505,1210,481,532,706,2065,1292
05,0510,05100313,6619.0,401,633,209,643,1686,698,761,1588,3452,2147
05,0510,05100314,7600.0,497,748,245,1060,2420,903,858,869,3522,3737
05,0510,05100315,7262.0,444,639,189,871,2298,851,992,978,3496,2574
05,0510,05100316,10547.0,608,863,301,1144,3051,1351,1460,1769,5361,2962
05,0510,05100317,4076.0,291,450,127,467,1222,459,463,597,1996,1888
05,0520,05200418,3889.0,152,333,134,366,675,534,969,726,1922,349
05,0520,05200419,1642.0,61,91,40,120,314,179,333,504,857,30
05,0520,05200420,5892.0,272,463,176,530,1184,714,1053,1500,2975,1065
05,0520,05200421,4422.0,274,436,149,490,1090,449,584,950,2269,965
05,0520,05200422,1176.0,82,129,37,140,344,128,182,134,577,200
05,0520,05200423,6825.0,445,701,179,600,1645,727,823,1705,3671,1642
05,0520,05200524,3383.0,191,351,145,334,724,505,531,602,1770,453
05,0520,05200525,2458.0,137,225,48,161,578,330,385,594,1272,263
05,0520,05200526,5792.0,342,777,266,572,1507,673,681,974,2894,2555
05,0520,05200527,12039.0,921,1772,545,1364,2914,1344,1295,1884,6159,4873
05,0520,05200528,7186.0,385,547,168,593,1469,720,1175,2129,3731,1242
05,0520,05200629,8387.0,510,596,188,903,2375,907,1014,1894,4248,2480
05,0520,05200630,10037.0,531,788,253,1109,2839,1273,1418,1826,5037,2831
05,0520,05200631,8607.0,464,623,180,925,2630,997,1286,1502,4300,2509
05,0520,05200632,3750.0,163,385,137,403,909,487,588,678,1847,1268
05,0520,05200633,2137.0,128,196,52,169,442,204,304,642,1181,374
05,0520,05200634,4405.0,146,246,87,268,665,516,752,1725,2280,487
05,0530,05300735,4471.0,577,465,136,692,1591,418,367,225,2227,1348
05,0530,05300736,3622.0,261,523,166,347,938,532,410,445,1812,907
05,0530,05300737,11815.0,696,913,257,1157,3189,1334,1683,2586,6226,3099
05,0530,05300838,15.0,,,,,3,,9,3,6,3
05,0530,05300839,7698.0,414,711,235,876,2012,1001,1113,1336,3856,2425
05,0530,05300840,494.0,34,30,13,49,118,78,62,110,255,157
05,0530,05300841,4668.0,283,383,97,514,1567,478,586,760,2218,1433
05,0540,05400942,3735.0,141,317,114,293,597,408,663,1202,1891,386
05,0540,05400943,10476.0,567,1240,439,830,1858,1469,1725,2348,5338,825
05,0540,05400944,2206.0,92,196,65,147,282,257,337,830,1156,181
05,0540,05400945,3636.0,167,356,118,225,521,417,601,1231,1858,275
06,0610,06100101,6905.0,244,484,202,703,1381,793,1055,2043,3756,1050
06,0610,06100102,9089.0,499,706,196,879,2652,1092,1318,1747,4789,2200
06,0610,06100103,6185.0,332,471,115,632,1770,802,901,1162,3319,1054
06,0610,06100204,6855.0,303,439,175,722,1798,814,1123,1481,3571,1406
06,0610,06100205,10004.0,524,750,220,1048,2779,1184,1477,2022,5232,2053
06,0610,06100206,7699.0,377,537,193,757,1974,899,1100,1862,4137,1452
06,0610,06100207,8079.0,414,533,153,909,2285,937,1071,1777,4213,1713
06,0610,06100208,6991.0,373,452,138,697,2031,814,981,1505,3572,1326
06,0610,06100209,9431.0,475,670,171,867,2906,1156,1281,1905,5044,2137
06,0610,06100210,5027.0,265,406,91,443,1368,636,750,1068,2673,933
06,0620,06200311,4845.0,209,379,105,418,974,588,711,1461,2577,671
06,0620,06200312,6266.0,310,473,144,627,1395,713,839,1765,3219,1362
06,0620,06200313,7458.0,383,562,143,678,2097,893,1069,1633,3977,1467
06,0620,06200314,7165.0,373,524,153,667,1910,879,1101,1558,3744,1280
06,0620,06200315,6715.0,430,594,171,634,1648,769,966,1503,3533,1232
06,0620,06200316,5693.0,308,427,163,706,1408,607,706,1368,3082,1519
06,0620,06200317,6297.0,296,501,153,503,1184,787,1076,1797,3266,663
06,0620,06200418,,,,,,,,,,,
06,0620,06200419,4577.0,228,410,147,448,1203,476,555,1110,2374,1326
06,0620,06200420,7350.0,367,555,189,652,1556,879,1180,1972,3826,1409
06,0620,06200421,8355.0,373,615,224,762,1757,1016,1211,2397,4449,1514
06,0620,06200422,7096.0,315,575,188,712,1429,828,1109,1940,3763,1091
06,0620,06200423,8612.0,376,833,282,715,1490,1038,1329,2549,4609,1348
06,0630,06300524,5795.0,254,502,194,561,1031,674,949,1630,2968,989
06,0630,06300525,5740.0,282,430,139,512,1299,737,934,1407,3125,978
06,0630,06300526,3388.0,189,298,105,392,714,432,488,770,1736,650
06,0630,06300527,8473.0,392,576,187,793,1949,1001,1336,2239,4582,1348
06,0630,06300528,10977.0,405,936,382,864,1809,1345,1643,3593,5888,1491
06,0630,06300629,6977.0,276,463,174,686,1641,884,1114,1739,3691,1136
06,0630,06300630,5665.0,323,447,154,623,1463,646,826,1183,2936,1574
06,0630,06300631,2928.0,111,261,101,479,598,407,371,600,1510,726
06,0630,06300632,13805.0,690,1473,508,1224,2653,1946,2213,3098,7046,2132
06,0630,06300633,12042.0,505,1012,356,1094,2643,1496,1929,3007,6316,1907
06,0630,06300634,8386.0,369,779,277,724,1530,1053,1315,2339,4471,1192
06,0640,06400735,10237.0,408,1092,328,699,1640,1353,1669,3048,5288,1529
06,0640,06400736,5172.0,234,557,195,416,800,705,793,1472,2698,514
06,0640,06400737,11276.0,433,946,338,1594,2054,1264,1574,3073,5820,2636
06,0640,06400838,7425.0,318,639,222,586,1072,859,1327,2402,3948,729
06,0640,06400839,5228.0,194,464,154,438,790,679,885,1624,2862,624
06,0640,06400840,7146.0,250,590,247,646,1136,896,1259,2122,3902,690
06,0640,06400841,6218.0,276,488,188,580,1204,652,799,2031,3506,1052
06,0640,06400842,4839.0,263,614,207,370,973,805,742,865,2497,789
06,0640,06400843,4745.0,211,446,172,476,772,617,832,1219,2500,811
06,0640,06400844,7290.0,356,650,255,728,1275,902,1067,2057,3829,1420
07,0710,07100101,9802.0,372,545,175,796,2618,1311,1568,2417,4675,2908
07,0710,07100102,8716.0,421,608,172,958,2534,1093,1206,1724,4028,3047
07,0710,07100103,7767.0,387,590,230,857,2277,1052,1146,1228,3719,2853
07,0710,07100204,10385.0,509,646,220,1031,3178,1294,1634,1873,5186,2632
07,0710,07100205,5202.0,215,413,175,548,1591,686,719,855,2521,2037
07,0710,07100206,8363.0,483,572,181,863,2768,1120,1269,1107,4061,2522
07,0720,07200307,10590.0,486,675,205,1013,2868,1260,1699,2384,5422,2218
07,0720,07200308,10676.0,583,787,207,1141,3617,1288,1296,1757,5252,3086
07,0720,07200409,9388.0,443,600,189,882,2842,1262,1567,1603,4826,2062
07,0720,07200410,5614.0,369,471,144,612,1896,681,651,790,2770,1729
07,0720,07200411,2744.0,152,177,61,274,931,318,423,408,1340,712
07,0720,07200412,2263.0,241,150,42,359,1084,154,122,111,1120,870
07,0720,07200413,7688.0,382,526,150,754,2695,1052,1190,939,3912,1619
07,0720,07200414,3803.0,208,298,56,400,1342,516,543,440,1908,903
07,0730,07300515,6975.0,345,501,174,631,1751,879,1188,1506,3741,1005
07,0730,07300516,8946.0,440,629,245,956,2371,1154,1384,1767,4743,1629
07,0730,07300517,9565.0,611,784,250,966,2413,1115,1363,2063,5137,1914
07,0730,07300618,9316.0,480,700,228,904,2519,1076,1396,2013,4811,1781
07,0730,07300619,12212.0,687,976,317,1321,3578,1503,1791,2039,6317,3035
07,0740,07400720,11784.0,594,894,270,1038,3230,1483,1861,2414,6099,2524
07,0740,07400721,7513.0,316,808,270,1344,1872,872,929,1102,3385,2947
07,0740,07400822,3249.0,235,291,70,304,1003,344,426,576,1611,783
07,0740,07400823,9772.0,570,643,200,934,2956,1102,1398,1969,5109,1991
07,0740,07400824,7379.0,454,600,173,733,2277,840,922,1380,3767,1733
07,0740,07400825,7331.0,409,548,155,826,2436,910,976,1071,3763,1886
07,0740,07400826,5156.0,254,342,94,442,1269,583,793,1379,2693,826
07,0740,07400927,11359.0,694,814,278,1340,3617,1202,1355,2059,5784,3295
07,0740,07400928,4005.0,253,308,77,415,1600,464,472,416,1930,1557
07,0750,07501029,8491.0,567,676,223,825,2564,891,1131,1614,4309,2125
07,0750,07501030,8724.0,431,646,202,825,2576,989,1130,1925,4488,2061
07,0750,07501031,9178.0,481,578,168,786,2392,1005,1345,2423,4846,1720
07,0750,07501032,6116.0,397,462,131,591,1616,674,897,1348,3136,1090
07,0750,07501133,8268.0,433,607,161,806,2140,889,1091,2141,4316,2191
07,0750,07501134,10530.0,551,849,250,824,2193,1100,1537,3226,5589,1668
07,0750,07501135,2252.0,129,164,82,173,399,297,350,658,1137,292
07,0760,07601236,10327.0,632,1087,343,1125,2408,1101,1340,2291,5168,2788
07,0760,07601237,4815.0,239,352,152,449,983,613,776,1251,2381,671
07,0760,07601238,2884.0,163,290,98,247,556,345,349,836,1489,535
07,0760,07601339,5733.0,356,536,148,484,1282,667,675,1585,3119,1003
07,0760,07601340,6439.0,385,563,193,637,1469,722,844,1626,3405,1278
07,0760,07601341,2269.0,124,193,53,172,477,257,367,626,1148,420
07,0760,07601442,10427.0,555,862,261,882,2014,1311,1629,2913,5406,1317
07,0760,07601443,10846.0,561,982,329,818,2129,1347,1823,2857,5661,1210
07,0760,07601544,8998.0,621,854,255,751,2055,1016,1153,2293,4642,1555
07,0760,07601545,8241.0,421,865,315,925,1715,921,1121,1958,4261,1880
07,0760,07601546,6988.0,333,606,191,620,1324,876,1266,1772,3557,722
07,0760,07601547,3873.0,264,387,101,276,722,454,616,1053,2051,587
07,0760,07601548,2906.0,152,273,81,221,489,352,490,848,1493,289
08,0810,08100101,4695.0,214,299,94,452,1983,584,585,484,2236,1822
08,0810,08100102,8264.0,413,523,147,790,3741,1031,848,771,4042,2998
08,0810,08100103,7234.0,369,425,133,587,3395,927,722,676,3492,2407
08,0810,08100104,6747.0,338,489,165,719,3006,764,705,561,3167,2622
08,0810,08100105,6235.0,426,441,192,723,2629,592,475,757,3126,2363
08,0810,08100206,9447.0,460,565,225,899,4273,1085,988,952,4652,3654
08,0810,08100207,7510.0,423,740,286,877,2358,952,833,1041,3773,2688
08,0810,08100208,12156.0,598,889,287,1252,5355,1394,1219,1162,5886,4559
08,0810,08100209,8632.0,408,599,215,1065,3468,974,907,996,4033,3529
08,0810,08100310,7687.0,388,519,199,632,3156,1183,895,715,3909,2473
08,0810,08100311,7215.0,329,427,116,575,3158,1043,894,673,3591,2342
08,0810,08100312,11685.0,609,791,206,1019,5099,1636,1224,1101,5844,4024
08,0810,08100313,3795.0,199,243,78,340,1230,519,561,625,1906,828
08,0810,08100314,8049.0,394,559,188,816,3621,1002,755,714,3869,3291
08,0810,08100415,6509.0,342,480,127,581,2974,730,643,632,3177,2323
08,0810,08100416,6445.0,377,463,139,562,2797,745,678,684,3149,2202
08,0810,08100417,9605.0,533,671,243,1009,4251,1148,920,830,4568,3508
08,0810,08100418,9256.0,502,556,194,782,4041,1176,926,1079,4618,2923
08,0810,08100419,7248.0,515,708,224,674,2821,842,710,754,3593,3126
08,0810,08100520,5778.0,461,764,197,708,1631,631,655,731,2823,2259
08,0810,08100521,9543.0,589,1219,404,1104,2431,1177,1158,1461,4658,3036
08,0820,08200622,5730.0,411,541,185,755,2037,699,569,533,2640,2692
08,0820,08200623,6824.0,459,730,210,745,1850,772,868,1190,3307,2415
08,0820,08200624,8951.0,528,663,199,961,2692,990,1237,1681,4591,2535
08,0820,08200725,2516.0,108,217,77,227,495,321,474,597,1226,354
08,0820,08200726,6205.0,353,560,168,530,1459,786,943,1406,3197,992
08,0820,08200727,8098.0,426,533,142,753,2187,901,1248,1908,4243,1434
08,0820,08200728,1199.0,24,88,26,101,241,140,236,343,644,182
08,0820,08200729,1854.0,93,198,61,171,388,279,295,369,899,282
