bez_id,bez_name,pgr_id,pgr_name,plr_id,plr_name,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
1,Mitte,101,Zentrum,1011101,Stülerstraße,3225.0,144.0,105.0,22.0,493.0,977.0,376.0,393.0,715.0,1552.0,1303.0
1,Mitte,101,Zentrum,1011102,Großer Tiergarten,185.0,9.0,3.0,3.0,25.0,61.0,33.0,26.0,25.0,73.0,62.0
1,Mitte,101,Zentrum,1011103,Lützowstraße,5173.0,252.0,349.0,130.0,596.0,1483.0,683.0,771.0,909.0,2379.0,1867.0
1,Mitte,101,Zentrum,1011104,Körnerstraße,4786.0,292.0,406.0,147.0,914.0,1671.0,615.0,395.0,346.0,2179.0,1910.0
1,Mitte,101,Zentrum,1011105,Nördlicher Landwehrkanal,1225.0,79.0,52.0,13.0,105.0,370.0,219.0,189.0,198.0,570.0,519.0
1,Mitte,101,Zentrum,1011201,Wilhelmstraße,2310.0,94.0,139.0,52.0,273.0,676.0,347.0,349.0,380.0,1102.0,878.0
1,Mitte,101,Zentrum,1011202,Unter den Linden Nord,607.0,23.0,52.0,12.0,52.0,227.0,95.0,81.0,65.0,256.0,229.0
1,Mitte,101,Zentrum,1011203,Unter den Linden Süd,1086.0,55.0,49.0,24.0,106.0,341.0,201.0,125.0,185.0,503.0,405.0
1,Mitte,101,Zentrum,1011204,Leipziger Straße,7869.0,418.0,367.0,110.0,750.0,2598.0,1063.0,966.0,1597.0,3888.0,2484.0
1,Mitte,101,Zentrum,1011301,Charitéviertel,6781.0,459.0,385.0,68.0,659.0,2998.0,991.0,621.0,600.0,3291.0,2056.0
1,Mitte,101,Zentrum,1011302,Oranienburger Straße,12677.0,681.0,1041.0,287.0,1089.0,5022.0,2373.0,1173.0,1011.0,6144.0,3386.0
1,Mitte,101,Zentrum,1011303,Alexanderplatzviertel,9898.0,445.0,449.0,110.0,1241.0,3910.0,1267.0,944.0,1532.0,4658.0,3316.0
1,Mitte,101,Zentrum,1011304,Karl-Marx-Allee,8666.0,447.0,504.0,175.0,820.0,2172.0,935.0,982.0,2631.0,4602.0,2105.0
1,Mitte,101,Zentrum,1011305,Heine-Viertel West,7833.0,387.0,360.0,94.0,689.0,2515.0,1009.0,848.0,1931.0,3866.0,1922.0
