bez_id,bez_name,pgr_id,pgr_name,plr_id,plr_name,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
1,Mitte,101,Zentrum,1011101,Stülerstraße,3384.0,178.0,120.0,38.0,493.0,1086.0,359.0,383.0,727.0,1633.0,1417.0
1,Mitte,101,Zentrum,1011102,Großer Tiergarten,196.0,3.0,3.0,3.0,30.0,58.0,39.0,38.0,22.0,69.0,67.0
1,Mitte,101,Zentrum,1011103,Lützowstraße,5038.0,243.0,325.0,109.0,589.0,1459.0,645.0,742.0,926.0,2340.0,1751.0
1,Mitte,101,Zentrum,1011104,Körnerstraße,4759.0,261.0,394.0,143.0,851.0,1689.0,601.0,457.0,363.0,2133.0,1901.0
1,Mitte,101,Zentrum,1011105,Nördlicher Landwehrkanal,1421.0,83.0,87.0,15.0,132.0,475.0,226.0,180.0,223.0,650.0,654.0
1,Mitte,101,Zentrum,1011201,Wilhelmstraße,2405.0,119.0,149.0,59.0,299.0,714.0,320.0,364.0,381.0,1138.0,986.0
1,Mitte,101,Zentrum,1011202,Unter den Linden Nord,632.0,27.0,27.0,24.0,39.0,220.0,105.0,90.0,100.0,286.0,231.0
1,Mitte,101,Zentrum,1011203,Unter den Linden Süd,1115.0,59.0,53.0,12.0,101.0,391.0,191.0,139.0,169.0,521.0,408.0
1,Mitte,101,Zentrum,1011204,Leipziger Straße,8279.0,478.0,411.0,105.0,740.0,2861.0,1093.0,959.0,1632.0,4068.0,2757.0
1,Mitte,101,Zentrum,1011301,Charitéviertel,6919.0,464.0,403.0,85.0,630.0,3062.0,1017.0,607.0,651.0,3332.0,2113.0
1,Mitte,101,Zentrum,1011302,Oranienburger Straße,12572.0,685.0,981.0,306.0,1080.0,4907.0,2360.0,1238.0,1015.0,6073.0,3429.0
1,Mitte,101,Zentrum,1011303,Alexanderplatzviertel,9999.0,464.0,493.0,88.0,1210.0,3997.0,1236.0,987.0,1524.0,4690.0,3493.0
1,Mitte,101,Zentrum,1011304,Karl-Marx-Allee,8761.0,471.0,542.0,159.0,823.0,2289.0,901.0,993.0,2583.0,4649.0,2288.0
1,Mitte,101,Zentrum,1011305,Heine-Viertel West,8243.0,414.0,386.0,111.0,713.0,2735.0,1047.0,926.0,1911.0,4058.0,2162.0
1,Mitte,101,Zentrum,1011306,Heine-Viertel Ost,10607.0,610.0,511.0,129.0,1474.0,3779.0,1364.0,1154.0,1586.0,5228.0,3168.0
1,Mitte,101,Zentrum,1011401,Invalidenstraße,17948.0,1264.0,1424.0,312.0,1700.0,8017.0,2863.0,1366.0,1002.0,8760.0,5667.0
1,Mitte,101,Zentrum,1011402,Arkonaplatz,13645.0,1011.0,1116.0,188.0,1053.0,6274.0,2330.0,900.0,773.0,6762.0,3776.0
1,Mitte,102,Moabit,1022101,Huttenkiez,3557.0,182.0,208.0,48.0,624.0,1368.0,430.0,386.0,311.0,1590.0,1343.0
1,Mitte,102,Moabit,1022102,Beusselkiez,6709.0,347.0,407.0,142.0,1252.0,2508.0,827.0,621.0,605.0,3088.0,2881.0
1,Mitte,102,Moabit,1022103,Westhafen,272.0,22.0,42.0,15.0,28.0,82.0,42.0,18.0,23.0,123.0,153.0
1,Mitte,102,Moabit,1022104,Emdener Straße,18974.0,1017.0,1162.0,339.0,2807.0,6959.0,2361.0,2153.0,2176.0,8933.0,6219.0
1,Mitte,102,Moabit,1022105,Zwinglistraße,5426.0,325.0,389.0,117.0,863.0,1964.0,647.0,563.0,558.0,2547.0,2069.0
1,Mitte,102,Moabit,1022106,Elberfelder Straße,11421.0,564.0,700.0,223.0,1282.0,3418.0,1634.0,1656.0,1944.0,5779.0,2329.0
1,Mitte,102,Moabit,1022201,Stephankiez,11027.0,665.0,665.0,206.0,1704.0,4429.0,1359.0,1027.0,972.0,5158.0,3459.0
1,Mitte,102,Moabit,1022202,Heidestraße,2495.0,195.0,198.0,54.0,394.0,973.0,310.0,173.0,198.0,1198.0,873.0
1,Mitte,102,Moabit,1022203,Lübecker Straße,7083.0,472.0,665.0,157.0,1015.0,2226.0,857.0,678.0,1013.0,3498.0,2386.0
1,Mitte,102,Moabit,1022204,Thomasiusstraße,6236.0,307.0,358.0,92.0,744.0,2148.0,860.0,725.0,1002.0,2941.0,1774.0
1,Mitte,102,Moabit,1022205,Zillesiedlung,3349.0,262.0,347.0,109.0,436.0,864.0,388.0,407.0,536.0,1636.0,1127.0
1,Mitte,102,Moabit,1022206,Lüneburger Straße,3044.0,154.0,195.0,65.0,336.0,958.0,482.0,381.0,473.0,1441.0,676.0
1,Mitte,102,Moabit,1022207,Hansaviertel,5771.0,202.0,228.0,96.0,1076.0,1567.0,703.0,646.0,1253.0,2801.0,1953.0
1,Mitte,103,Gesundbrunnen,1033101,Soldiner Straße,27088.0,1985.0,2540.0,766.0,4090.0,9190.0,3356.0,2461.0,2700.0,12785.0,11364.0
1,Mitte,103,Gesundbrunnen,1033102,Gesundbrunnen,12063.0,823.0,1037.0,323.0,1918.0,4137.0,1556.0,1048.0,1221.0,5782.0,4698.0
1,Mitte,103,Gesundbrunnen,1033201,Brunnenstraße,13919.0,1103.0,1604.0,482.0,1713.0,4291.0,1717.0,1346.0,1663.0,6939.0,4293.0
1,Mitte,103,Gesundbrunnen,1033202,Humboldthain Süd,10273.0,695.0,913.0,265.0,1238.0,3001.0,1208.0,1147.0,1806.0,5184.0,2946.0
1,Mitte,103,Gesundbrunnen,1033203,Humboldthain Nordwest,14684.0,1003.0,1286.0,439.0,2380.0,5026.0,1794.0,1291.0,1465.0,6815.0,5926.0
1,Mitte,104,Wedding,1044101,Rehberge,21023.0,1167.0,1359.0,407.0,2900.0,6903.0,2720.0,2475.0,3092.0,10131.0,6637.0
1,Mitte,104,Wedding,1044102,Schillerpark,16630.0,997.0,1029.0,282.0,1779.0,4798.0,2004.0,2024.0,3717.0,8559.0,4042.0
1,Mitte,104,Wedding,1044103,Westliche Müllerstraße,8684.0,474.0,524.0,183.0,1351.0,3353.0,1103.0,932.0,764.0,4107.0,3242.0
1,Mitte,104,Wedding,1044201,Reinickendorfer Straße,24356.0,1553.0,2109.0,723.0,3890.0,8509.0,3046.0,2117.0,2409.0,11386.0,10789.0
1,Mitte,104,Wedding,1044202,Sparrplatz,17122.0,955.0,1026.0,335.0,3117.0,7051.0,1905.0,1512.0,1221.0,7842.0,7092.0
1,Mitte,104,Wedding,1044203,Leopoldplatz,16328.0,942.0,1149.0,373.0,2204.0,5844.0,2026.0,1646.0,2144.0,7684.0,6531.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010101,Askanischer Platz,6823.0,398.0,564.0,189.0,1150.0,2453.0,849.0,627.0,593.0,3083.0,3061.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010102,Mehringplatz,13693.0,912.0,1377.0,465.0,1852.0,4070.0,1847.0,1369.0,1801.0,6781.0,4589.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010103,Moritzplatz,15302.0,1028.0,1592.0,506.0,1941.0,4414.0,2236.0,1587.0,1998.0,7545.0,5446.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010104,Wassertorplatz,5086.0,276.0,545.0,188.0,592.0,1515.0,759.0,607.0,604.0,2538.0,1661.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020201,Gleisdreieck/Entwicklungsgebiet,1790.0,181.0,160.0,27.0,110.0,684.0,192.0,195.0,241.0,905.0,384.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020202,Rathaus Yorckstraße,6099.0,397.0,493.0,149.0,714.0,2087.0,918.0,707.0,634.0,2912.0,1773.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020203,Viktoriapark,11056.0,747.0,755.0,162.0,1079.0,4202.0,1587.0,1349.0,1175.0,5415.0,2746.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020204,Urbanstraße,12808.0,758.0,819.0,238.0,1413.0,4909.0,1854.0,1546.0,1271.0,6193.0,3537.0
